,Unnamed: 0,id,thread_title,reply_split,classification
10569,10569,5f6c287c4272aba9ab775716,Acuda S3 and Baracuda Big Slam,"It's a serious possibility!Yes, exactly, I have seen the numbers on tabletennisdb, megaspin and the manifacturers websites, but I don't know if I can believe them.",-1
10570,10570,5f6c287c4272aba9ab775716,Acuda S3 and Baracuda Big Slam,"That's why I opened this post, I hoped to find the opinion of somebody who actually used the Acuda S3 or the Baracuda Big Slam.",-1
10571,10571,5f6c287c4272aba9ab775716,Acuda S3 and Baracuda Big Slam,"Hi again!I think I have found an answer to the initial question at the start of this thread, so I wanted to share it with you.",-1
10572,10572,5f6c287c4272aba9ab775716,Acuda S3 and Baracuda Big Slam,I think the answer is that the Acuda S3 and the Baracuda Big Slam are faster than Mark V and Sriver.,-1
10573,10573,5f6c287c4272aba9ab775716,Acuda S3 and Baracuda Big Slam,"So the Acuda S2 and the Baracuda are even faster, and probably too fast for me.The way I arrived at this conclusion is the following.",-1
10574,10574,5f6c287c4272aba9ab775716,Acuda S3 and Baracuda Big Slam,"Red suggested me to try the Donic Coppa, so I did some research about this rubber.",-1
10575,10575,5f6c287c4272aba9ab775716,Acuda S3 and Baracuda Big Slam,"This is a quite popular rubber, many people know it, so it is easy to find many opinions.",-1
10576,10576,5f6c287c4272aba9ab775716,Acuda S3 and Baracuda Big Slam,"The common opinion is that the Coppa is about the same speed as Mark V and Sriver, and it is probably a bit spinnier.",-1
10577,10577,5f6c287c4272aba9ab775716,Acuda S3 and Baracuda Big Slam,This makes it very attractive for me.,-1
10578,10578,5f6c287c4272aba9ab775716,Acuda S3 and Baracuda Big Slam,"It is easier to compare the Coppa to the Acuda S3 and the Baracuda Big Slam, because they are from the same manifacturer, so I can see the official informations, and it is also easier to find opinions in forums comparing them.",-1
10579,10579,5f6c287c4272aba9ab775716,Acuda S3 and Baracuda Big Slam,"They all say that the Acuda S3 and the Baracuda Big Slam are faster than the Coppa, so also faster than Mark V and Sriver.",-1
10580,10580,5f6c287c4272aba9ab775716,Acuda S3 and Baracuda Big Slam,To tell the truth - I think you'd probably find Acuda and Barracuda perfectly usable - the differences between inverted rubber sheets aren't nearly as great as the advertising would have you believe.,-1
10581,10581,5f6c287c4272aba9ab775716,Acuda S3 and Baracuda Big Slam,"When I tried my first Tensor (Palio Macro Pro) I was expecting great things - there were people claiming double the spin, super fast loops, etc.",-1
10582,10582,5f6c287c4272aba9ab775716,Acuda S3 and Baracuda Big Slam,The result?,-1
10583,10583,5f6c287c4272aba9ab775716,Acuda S3 and Baracuda Big Slam,Nothing so earth-shattering.,-1
10584,10584,5f6c287c4272aba9ab775716,Acuda S3 and Baracuda Big Slam,I couldn't even tell the difference between it and what I had on the other side unless I thought hard about it.,-1
10585,10585,5f6c287c4272aba9ab775716,Acuda S3 and Baracuda Big Slam,"I tried again, this time I REALLY went for the hype, tried Andro Rasant.",-1
10586,10586,5f6c287c4272aba9ab775716,Acuda S3 and Baracuda Big Slam,Same result.,-1
10587,10587,5f6c287c4272aba9ab775716,Acuda S3 and Baracuda Big Slam,Rasant Turbo?,-1
10588,10588,5f6c287c4272aba9ab775716,Acuda S3 and Baracuda Big Slam,"That's supposed to be truly a monster rubber, right?",-1
10589,10589,5f6c287c4272aba9ab775716,Acuda S3 and Baracuda Big Slam,It'd be so hard to play with because it was duper super fast.,-1
10590,10590,5f6c287c4272aba9ab775716,Acuda S3 and Baracuda Big Slam,"Nope - it WAS faster than the Rasant, but perfectly controllable.",-1
10591,10591,5f6c287c4272aba9ab775716,Acuda S3 and Baracuda Big Slam,Have I ever found something too fast?,-1
10592,10592,5f6c287c4272aba9ab775716,Acuda S3 and Baracuda Big Slam,Yes - 729FX with the big pore sponge.,-1
10593,10593,5f6c287c4272aba9ab775716,Acuda S3 and Baracuda Big Slam,"Drives and loops were no problem, but I was popping up pushes and pushing long.",-1
10594,10594,5f6c287c4272aba9ab775716,Acuda S3 and Baracuda Big Slam,"Even here it wasn't obvious right away, I only came to the conclusion after a couple weeks of play.",-1
10595,10595,5f6c287c4272aba9ab775716,Acuda S3 and Baracuda Big Slam,"Don't get me wrong, there are differences between rubbers but they tend to be more alike than not.",-1
10596,10596,5f6c287c4272aba9ab775716,Acuda S3 and Baracuda Big Slam,"Blades make a much bigger difference - differences between blades are much greater than differences between rubbers.I'm not telling you to buy Acuda or Barracuda, of course - I don't think you would have trouble using either but they won't necessarily make you play any better.",-1
10597,10597,5f6c287c4272aba9ab775716,Acuda S3 and Baracuda Big Slam,If I were in your situation I'd buy one just out of sheer curiosity.Iskandar,-1
10598,10598,5f6c287c4272aba9ab775716,Acuda S3 and Baracuda Big Slam,There is a big different between Chinese rubbers and Tensors though.,-1
10599,10599,5f6c287c4272aba9ab775716,Acuda S3 and Baracuda Big Slam,"It does depend on how you strike the ball, but Tensors leave virtually all Chinese rubbers for dead when it comes to generating speed & spin with little effort on loops.",-1
10600,10600,5f6c287c4272aba9ab775716,Acuda S3 and Baracuda Big Slam,"Yes some tuned Chinese rubbers might come near it, but the feeling is just so different.To answer the OPs question, yes the acuda/baracuda will feel faster than traditional rubbers like MArk V, but for loops they're often easier to land, because the extra spin you generate gives most a tighter arc, so the ball drops more easily.",-1
10601,10601,5f6c287c4272aba9ab775716,Acuda S3 and Baracuda Big Slam,"Where you might suffer is in the short game, where these rubbers make it harder to keep the ball low and short.",-1
10602,10602,5f6c287c4272aba9ab775716,Acuda S3 and Baracuda Big Slam,"Yes, good points all around!I remember when swapping back to one of the slower/dead tacky rubbers after having been using tenergies and whatever else major marketing push was going on...All of a sudden, with no practice at all, my pushes were becoming lethal!",-1
10603,10603,5f6c287c4272aba9ab775716,Acuda S3 and Baracuda Big Slam,"Bouncing 2 or 3 times on the other side of the table, often getting points outright because the short distance was so unexpected.",-1
10604,10604,5f6c287c4272aba9ab775716,Acuda S3 and Baracuda Big Slam,On the converse -- many of my loops and attacks found their way into the net!,-1
10605,10605,5f6c287c4272aba9ab775716,Acuda S3 and Baracuda Big Slam,"Dropping short again, but not in a desirable way!",-1
10606,10606,5f6c287c4272aba9ab775716,Acuda S3 and Baracuda Big Slam,So I think haggis has given the benefits/cons of each pretty nicely.,-1
10607,10607,5f6c287c4272aba9ab775716,Acuda S3 and Baracuda Big Slam,"Oh, sure, when changing rubbers differences in speed will cause misses and balls into the net.",-1
10608,10608,5f6c287c4272aba9ab775716,Acuda S3 and Baracuda Big Slam,"I've had that happen when switching between, say, Emperor Dragon and 999T.",-1
10609,10609,5f6c287c4272aba9ab775716,Acuda S3 and Baracuda Big Slam,But after you've adjusted to it there isn't all that much difference.,-1
10610,10610,5f6c287c4272aba9ab775716,Acuda S3 and Baracuda Big Slam,You'll probably get a little more speed and spin with Tensors but not nearly as much as some people claim.,-1
10611,10611,5f6c287c4272aba9ab775716,Acuda S3 and Baracuda Big Slam,"Definitely not ""twice the spin"".",-1
10612,10612,5f6c287c4272aba9ab775716,Acuda S3 and Baracuda Big Slam,"Blades make a much bigger difference than rubbers do, I think.",-1
10613,10613,5f6c287c4272aba9ab775716,Acuda S3 and Baracuda Big Slam,Iskandar,-1
10614,10614,5f6c28c14272aba9ab775744,spinny Euro/Japan rubbers & non-tacky Chinese rubber,"What's the reason for the change?Also - can you remind us what is your level, how long you've been playing, and if there is any coaching involved.",-1
10615,10615,5f6c28c14272aba9ab775744,spinny Euro/Japan rubbers & non-tacky Chinese rubber,No reason for the change and I'm not changing my main paddle I use.,-1
10616,10616,5f6c28c14272aba9ab775744,spinny Euro/Japan rubbers & non-tacky Chinese rubber,Just something to use when I'm feeling bored and want to mix it up a little on casual play.,-1
10617,10617,5f6c28c14272aba9ab775744,spinny Euro/Japan rubbers & non-tacky Chinese rubber,I'm well aware it will hamper my development by switching equipment and will give my coach fits.,-1
10618,10618,5f6c28c14272aba9ab775744,spinny Euro/Japan rubbers & non-tacky Chinese rubber,"It won't be my main paddle, it's just satisfying my EJ urge and trying to rationalize it by making it have a specific characteristic my other paddles don't have.",-1
10619,10619,5f6c28c14272aba9ab775744,spinny Euro/Japan rubbers & non-tacky Chinese rubber,As I said it's just for casual play and EJ'ing.,-1
10620,10620,5f6c28c14272aba9ab775744,spinny Euro/Japan rubbers & non-tacky Chinese rubber,This will be my 4th paddle.,-1
10621,10621,5f6c28c14272aba9ab775744,spinny Euro/Japan rubbers & non-tacky Chinese rubber,Just have a clubmate bought a slower Viscaria with Vega Pro forehand and Vega Japan backhand.,-1
10622,10622,5f6c28c14272aba9ab775744,spinny Euro/Japan rubbers & non-tacky Chinese rubber,Good combo!,-1
10623,10623,5f6c28c14272aba9ab775744,spinny Euro/Japan rubbers & non-tacky Chinese rubber,Fast rubbers with the blade giving lots of control.,-1
10624,10624,5f6c28c14272aba9ab775744,spinny Euro/Japan rubbers & non-tacky Chinese rubber,"In that line of options, I like Vega China.",-1
10625,10625,5f6c28c14272aba9ab775744,spinny Euro/Japan rubbers & non-tacky Chinese rubber,"For cheapie, Yinhe 9000 3 stars Medium, Dawei 2008 Super XP.",-1
10626,10626,5f6c28c14272aba9ab775744,spinny Euro/Japan rubbers & non-tacky Chinese rubber,Slower as in lighter?,-1
10627,10627,5f6c28c14272aba9ab775744,spinny Euro/Japan rubbers & non-tacky Chinese rubber,"I'm surprised Iskandar hasn't replied yet from all his ""training rubber"" experiences",-1
10628,10628,5f6c28c14272aba9ab775744,spinny Euro/Japan rubbers & non-tacky Chinese rubber,"Let's just say I've not tried Tenergy, and my experience with Tensors are limited, so comments about those aren't worth much..  As far as Chinese stuff goes..",-1
10629,10629,5f6c28c14272aba9ab775744,spinny Euro/Japan rubbers & non-tacky Chinese rubber,"I think pretty much anything will work, for most people.",-1
10630,10630,5f6c28c14272aba9ab775744,spinny Euro/Japan rubbers & non-tacky Chinese rubber,"$5 sheets are more or less like $10-15 sheets, $20 sheets, well, maybe they're a teeny bit faster (except for H3, which is actually slower..).",-1
10631,10631,5f6c28c14272aba9ab775744,spinny Euro/Japan rubbers & non-tacky Chinese rubber,"Can't see the point in spending more than, say, $7 on a sheet of Chinese rubber, since there are so many good $5 sheets.",-1
10632,10632,5f6c28c14272aba9ab775744,spinny Euro/Japan rubbers & non-tacky Chinese rubber,"Kinda funny to put $5 sheets on a Viscaria, though...  Iskandar",-1
10633,10633,5f6c28c14272aba9ab775744,spinny Euro/Japan rubbers & non-tacky Chinese rubber,I've been using Baracuda for about 6 months playing 2 times a week and not noticed any drop of performance.,-1
10634,10634,5f6c28c14272aba9ab775744,spinny Euro/Japan rubbers & non-tacky Chinese rubber,There might be but I've not noticed.,-1
10635,10635,5f6c28c14272aba9ab775744,spinny Euro/Japan rubbers & non-tacky Chinese rubber,"Other similar rubbers to this are apparently Andro Hexer and I think Tibhar Genius.Personally I don't think you can compare LKT XP Pro to Baracuda, not to say you can't play as good but they are not similar rubbers although are both non-tacky.",-1
10636,10636,5f6c28c14272aba9ab775744,spinny Euro/Japan rubbers & non-tacky Chinese rubber,Baracuda is faster and spinnier.,-1
10637,10637,5f6c28c14272aba9ab775744,spinny Euro/Japan rubbers & non-tacky Chinese rubber,If you can't tell a difference then I'd just go with Iskandar's theory and just get any reasonable Chinese rubbers as the differences are subtle.,-1
10638,10638,5f6c28c14272aba9ab775744,spinny Euro/Japan rubbers & non-tacky Chinese rubber,729 Battle is faster then Baracuda.,-1
10639,10639,5f6c28c14272aba9ab775744,spinny Euro/Japan rubbers & non-tacky Chinese rubber,"Battle is speed oriented rubber, no easy spin feeling like in average tensor.",-1
10640,10640,5f6c28c74272aba9ab775747,Tibhar Evolution EL-S and FX-S,Somewhat related: what I am not looking forward too is that these rubbers will more or less replace the genius+ optimum rubbers which will be discontinued.,-1
10641,10641,5f6c28c74272aba9ab775747,Tibhar Evolution EL-S and FX-S,I doubt the new rubbers will be as light as the optimum sound.,-1
10642,10642,5f6c28c74272aba9ab775747,Tibhar Evolution EL-S and FX-S,"Thanks tt89player, I had not heard that  I hope they don't modify them too much, and don't discontinue to old Evolution rubbers, as they very good and popular.",-1
10643,10643,5f6c28c74272aba9ab775747,Tibhar Evolution EL-S and FX-S,I wonder if there's been any more news on these rubbers?,-1
10644,10644,5f6c28c74272aba9ab775747,Tibhar Evolution EL-S and FX-S,"Here in Europe they'll be in shop on the first decade of July, my team mate has ordered the EL-S.",-1
10645,10645,5f6c28c74272aba9ab775747,Tibhar Evolution EL-S and FX-S,I'll let you know his comments on it.,-1
10646,10646,5f6c28c74272aba9ab775747,Tibhar Evolution EL-S and FX-S,Any reviews available yet for EL-S?,-1
10647,10647,5f6c28c74272aba9ab775747,Tibhar Evolution EL-S and FX-S,http://www.tt-spin.de/tibhar-evolution-el-s/,-1
10648,10648,5f6c28c74272aba9ab775747,Tibhar Evolution EL-S and FX-S,Thanks for the link.,-1
10649,10649,5f6c28c74272aba9ab775747,Tibhar Evolution EL-S and FX-S,Sounds very promising!,-1
10650,10650,5f6c28c74272aba9ab775747,Tibhar Evolution EL-S and FX-S,"Yesterday I've tried it, max red.",-1
10651,10651,5f6c28c74272aba9ab775747,Tibhar Evolution EL-S and FX-S,"I had just few minutes, I only made fh topspins...well it's strange, it seems to have less catapult than expected...I'll give you more info on following days",-1
10652,10652,5f6c28c74272aba9ab775747,Tibhar Evolution EL-S and FX-S,I ordered a sheet in max red as well.,-1
10653,10653,5f6c28c74272aba9ab775747,Tibhar Evolution EL-S and FX-S,I should have it next week.,-1
10654,10654,5f6c28c74272aba9ab775747,Tibhar Evolution EL-S and FX-S,I'll try and post impressions as well.,-1
10655,10655,5f6c28c74272aba9ab775747,Tibhar Evolution EL-S and FX-S,"It will be great to hear how you like it guys.The MX-S also has less catapult to the MX-P, so I'm not surprised these other -S series have less catapult.",-1
10656,10656,5f6c28c74272aba9ab775747,Tibhar Evolution EL-S and FX-S,The mx-s interests me.,-1
10657,10657,5f6c28c74272aba9ab775747,Tibhar Evolution EL-S and FX-S,"It's a bh rubber for a lot of the good double inverted players locally, but I understand it is quite hard.",-1
10658,10658,5f6c28c74272aba9ab775747,Tibhar Evolution EL-S and FX-S,"At the same time, punchy backhand strokes are becoming more common.Sent from my LG-D855 using Tapatalk",-1
10659,10659,5f6c28c74272aba9ab775747,Tibhar Evolution EL-S and FX-S,"I tried both rubbers EL-S and FX-S in max thickness and I can confirm they have less catapult than EL-P, MX-P and MX-S",-1
10660,10660,5f6c28c74272aba9ab775747,Tibhar Evolution EL-S and FX-S,MX-S makes sense as a backhand rubber if you don't have a modern backhand for over the table play.,-1
10661,10661,5f6c28c74272aba9ab775747,Tibhar Evolution EL-S and FX-S,I loved the hard to bottom out spin but getting an aggressive short trajectory stroke was difficult.,-1
10662,10662,5f6c28c74272aba9ab775747,Tibhar Evolution EL-S and FX-S,The spin is immense on loop drives.EL-S not having catapult will be interesting to test out.,-1
10663,10663,5f6c28c74272aba9ab775747,Tibhar Evolution EL-S and FX-S,I have ordered it.,-1
10664,10664,5f6c28c74272aba9ab775747,Tibhar Evolution EL-S and FX-S,"I am not as concerned about catapult as I am about the arc, I think.",-1
10665,10665,5f6c28c74272aba9ab775747,Tibhar Evolution EL-S and FX-S,"If it has high spin and a good arc, I can probably get away with what I need to get away with.",-1
10666,10666,5f6c28c74272aba9ab775747,Tibhar Evolution EL-S and FX-S,"Could you please compare hardness between fxp and fxs.What is difference in throw, speed, spin, pasice block between els and fx-s.",-1
10667,10667,5f6c28c74272aba9ab775747,Tibhar Evolution EL-S and FX-S,Which is more suitable for game very near the table?Thanks,-1
10668,10668,5f6c28c74272aba9ab775747,Tibhar Evolution EL-S and FX-S,"So, I've played with EL-S 2.0 fh/bh for 3 trainings and I can say that: (I play near the table and attack with both fh an bh)1) Great spin on serve and topspin against backspin, I could easily lift heavy backspin balls2) Good catapult and arc, more than my P2 2.03) very good blocking capability4) a bit difficult to keep the ball shortIt's a great rubber, on the right experienced hands.",-1
10669,10669,5f6c28c74272aba9ab775747,Tibhar Evolution EL-S and FX-S,I'll keep the P2 since on fh I feel I have more control with Donic (on bh still a bit better the EL-S but I prefer to have the same rubbers bh/fh).,-1
10670,10670,5f6c28c74272aba9ab775747,Tibhar Evolution EL-S and FX-S,I do recognize the great spin capabilities of this rubber but it's too difficult to master for me.,-1
10671,10671,5f6c28c74272aba9ab775747,Tibhar Evolution EL-S and FX-S,"Could anyone please do a short comparison between Rakza 7 soft and EL-S, I am wondering if EL-S would be an upgrade over Rakza 7?I am especially interested if:1.",-1
10672,10672,5f6c28c74272aba9ab775747,Tibhar Evolution EL-S and FX-S,"EL-s is spinner than R7, especially on serves?2.",-1
10673,10673,5f6c28c74272aba9ab775747,Tibhar Evolution EL-S and FX-S,"Is it developing player friendly, relatively easy to control, for example I tried MX-s and it was way to difficult for me to use, ton of netted balls and my blocks were all over the place.Thank you very much!",-1
10674,10674,5f6c28c74272aba9ab775747,Tibhar Evolution EL-S and FX-S,Anyone try the National Version yet?,-1
10675,10675,5f6c28c74272aba9ab775747,Tibhar Evolution EL-S and FX-S,Iskandar,-1
10676,10676,5f6c29064272aba9ab77575f,Can I get your thoughts on 1.7/1.8 & 2.0 setup? & recommend,"HI ZeroZero, I order equipment at our club for people that sounds just like you.",-1
10677,10677,5f6c29064272aba9ab77575f,Can I get your thoughts on 1.7/1.8 & 2.0 setup? & recommend,People are often coming from a sport store or Kmart premade bat and looking for the next step.,-1
10678,10678,5f6c29064272aba9ab77575f,Can I get your thoughts on 1.7/1.8 & 2.0 setup? & recommend,The latest bat I ordered was a Donic Waldner Allplay with LKT Pro XP 2.0mm.,-1
10679,10679,5f6c29064272aba9ab77575f,Can I get your thoughts on 1.7/1.8 & 2.0 setup? & recommend,All the best I order are similar.,-1
10680,10680,5f6c29064272aba9ab77575f,Can I get your thoughts on 1.7/1.8 & 2.0 setup? & recommend,Allround blades with allround rubbers.,-1
10681,10681,5f6c29064272aba9ab77575f,Can I get your thoughts on 1.7/1.8 & 2.0 setup? & recommend,Often I get comments how much faster it is than what they are used to but they soon adjust.So I think something like the above will do you fine.,-1
10682,10682,5f6c29064272aba9ab77575f,Can I get your thoughts on 1.7/1.8 & 2.0 setup? & recommend,"Rubbers don't last forever so with the amount you play, you can replace them in about 12 months with something else if you prefer like a moderate tensor, or pips if that suits your style.",-1
10683,10683,5f6c29064272aba9ab77575f,Can I get your thoughts on 1.7/1.8 & 2.0 setup? & recommend,I've not had much to do with Butterfly but not aware of a Korbel Allround.,-1
10684,10684,5f6c29064272aba9ab77575f,Can I get your thoughts on 1.7/1.8 & 2.0 setup? & recommend,I thought it was OFF.,-1
10685,10685,5f6c29064272aba9ab77575f,Can I get your thoughts on 1.7/1.8 & 2.0 setup? & recommend,"There is a Timo Boll All and All+ and also the Primorac OFF- is apparently very good.Apart from that, the Donic Allrounds are good, along with Yasaka Sweden Extra, Xiom Allround S and Stiga Allround Classic / Allround Evolution.There are potentially hundreds of chinese rubbers and there is little difference between them despite the marketing so just grab one and play heaps in the next 12 months and go from there.",-1
10686,10686,5f6c29064272aba9ab77575f,Can I get your thoughts on 1.7/1.8 & 2.0 setup? & recommend,"Welcome to the forum Z's (I hope you don't mind the nick name)!Great choice on the korbel, that blade can stick with anyone right up to a pro level!I think the path you are on is almost correct but please allow me to provide a slight alteration.",-1
10687,10687,5f6c29064272aba9ab77575f,Can I get your thoughts on 1.7/1.8 & 2.0 setup? & recommend,"You don't want to buy a slow racket and fast rubbers to begin, what you want to do is find a setup that allows you to do all shots comfortably but doesn't mask mistakes in your technique by being too much of an aid (especially if you are trying to increase your level).Some forum members may disagree but I always suggest Max rubbers on both sides no matter the level unless...A) you have a strength problem and need to decrease the weight of the blade.B) you are a chopper who will chop/loop in a ratio of 300/1 on the forehand.The feeling of control does not come from the speed of the ball but from the ability of the ball to sink through the topsheet, through the sponge and just be felt gently by the blade.",-1
10688,10688,5f6c29064272aba9ab77575f,Can I get your thoughts on 1.7/1.8 & 2.0 setup? & recommend,"This gives maximum benefit to the play in both speed, spin and control.",-1
10689,10689,5f6c29064272aba9ab77575f,Can I get your thoughts on 1.7/1.8 & 2.0 setup? & recommend,"I will agree that thinner rubbers allow this to happen easier however you will find that you quickly bottom thinner sponged rubbers out (especially with softer variants) which is far worse then not utilizing the sponge fully.If you still want to avoid Max and are still playing the double looper style then do the 2.0mm, just don't go getting a very soft rubber.Sent from my HTC One M9 using Tapatalk",-1
10690,10690,5f6c29064272aba9ab77575f,Can I get your thoughts on 1.7/1.8 & 2.0 setup? & recommend,"In the old days beginners were advised to use 1.5mm, and almost no one used max.",-1
10691,10691,5f6c29064272aba9ab77575f,Can I get your thoughts on 1.7/1.8 & 2.0 setup? & recommend,"These days, many rubber sheets are ONLY availabe in max sponge.",-1
10692,10692,5f6c29064272aba9ab77575f,Can I get your thoughts on 1.7/1.8 & 2.0 setup? & recommend,Why?,-1
10693,10693,5f6c29064272aba9ab77575f,Can I get your thoughts on 1.7/1.8 & 2.0 setup? & recommend,The 40mm balll.Iskandar,-1
10694,10694,5f6c29064272aba9ab77575f,Can I get your thoughts on 1.7/1.8 & 2.0 setup? & recommend,Yups.,-1
10695,10695,5f6c29064272aba9ab77575f,Can I get your thoughts on 1.7/1.8 & 2.0 setup? & recommend,"I roughly approximate rubber thickness as loop / block ratio, soLooper get 1.9 mm or more,Blocker get 1.5 mm or below,Chopper and allrounder around 1.75 mm  Sent from my T1X Plus using Tapatalk",-1
10696,10696,5f6c29064272aba9ab77575f,Can I get your thoughts on 1.7/1.8 & 2.0 setup? & recommend,@ Cobalt That makes sense regarding the rubbers and marketing.,-1
10697,10697,5f6c29064272aba9ab77575f,Can I get your thoughts on 1.7/1.8 & 2.0 setup? & recommend,"I'm very analytical, and will get paralysis through analysis, but it's kind of stimulating at the same time  With all those blade choices and similarities, I might just end up getting the one with pretty colors  Whoa I already got a nickname!",-1
10698,10698,5f6c29064272aba9ab77575f,Can I get your thoughts on 1.7/1.8 & 2.0 setup? & recommend,Thanks Leatherback  History lessons by Iskandar!,-1
10699,10699,5f6c29064272aba9ab77575f,Can I get your thoughts on 1.7/1.8 & 2.0 setup? & recommend,"Hhmm, that makes sense.Thanks BeGo, I will keep the thickness in mind.",-1
10700,10700,5f6c291b4272aba9ab77576c,soft and soft+,soft+ is slightly harder than soft.,-1
10701,10701,5f6c291b4272aba9ab77576c,soft and soft+,Thanks Haggisv.,-1
10702,10702,5f6c29224272aba9ab77576f,Forum Rubber Testing - TSP Regalis Red & Blue,"I'd be happy to review a sheet, usually tsp material is high quality.",-1
10703,10703,5f6c29224272aba9ab77576f,Forum Rubber Testing - TSP Regalis Red & Blue,"Plenty of blades to test on, black would be preferred color.Of the 2 rubbers regalis red seems to be the most interesting one to me because of the catapult effect.",-1
10704,10704,5f6c29224272aba9ab77576f,Forum Rubber Testing - TSP Regalis Red & Blue,I tried a sheet of imperial cyber tacky a while ago but the sponge was a bit dead.,-1
10705,10705,5f6c29224272aba9ab77576f,Forum Rubber Testing - TSP Regalis Red & Blue,I'm put off by the 'very tacky topsheet' description - another hybrid?,-1
10706,10706,5f6c29224272aba9ab77576f,Forum Rubber Testing - TSP Regalis Red & Blue,- and was fortunate enough to get a sheet of V15 last time around so will leave this to those familiar with that type of rubber!,-1
10707,10707,5f6c29224272aba9ab77576f,Forum Rubber Testing - TSP Regalis Red & Blue,I don't expect it to be tacky... this seems to be a word they use to describe a highly grippy topsheet.,-1
10708,10708,5f6c29224272aba9ab77576f,Forum Rubber Testing - TSP Regalis Red & Blue,I've also had a turn in the past and have just put on a new Baracuda so won't put my hand up.,-1
10709,10709,5f6c29224272aba9ab77576f,Forum Rubber Testing - TSP Regalis Red & Blue,"Just wondering though, although not German Esn, would they be tensors or more like Yin He's Moxa tension that really isn't a tensor.",-1
10710,10710,5f6c29224272aba9ab77576f,Forum Rubber Testing - TSP Regalis Red & Blue,"The stats don't appear much different, perhaps red is just a bit softer?",-1
10711,10711,5f6c29224272aba9ab77576f,Forum Rubber Testing - TSP Regalis Red & Blue,Happy to do a test of a black one of either.,-1
10712,10712,5f6c29224272aba9ab77576f,Forum Rubber Testing - TSP Regalis Red & Blue,"I actually need a new sheet of Dtecs, so might kill 2 birds with one envelope",-1
10713,10713,5f6c29224272aba9ab77576f,Forum Rubber Testing - TSP Regalis Red & Blue,"They won't be Tensors as you say as they're not ESN, but I would expect them to be like Japanese tensioned rubbers, who have a similar feel, eg Tenergy.",-1
10714,10714,5f6c29224272aba9ab77576f,Forum Rubber Testing - TSP Regalis Red & Blue,I'm sure it would be nothing like the Chinese versions of glue effect rubbers.,-1
10715,10715,5f6c29224272aba9ab77576f,Forum Rubber Testing - TSP Regalis Red & Blue,"I would happily review the rubber I'm used to using a variety of rubber types from long pips, short pips anti spin and reversed rubber.",-1
10716,10716,5f6c29224272aba9ab77576f,Forum Rubber Testing - TSP Regalis Red & Blue,abit about myself I currently play in the first division of my city league and have competed in county championships if you require anymore info let me know Sent from my iPhone using Tapatalk,-1
10717,10717,5f6c29224272aba9ab77576f,Forum Rubber Testing - TSP Regalis Red & Blue,I don't have a spare bat of the main one I play with so I can't give the best thoughts or view of it.,-1
10718,10718,5f6c29224272aba9ab77576f,Forum Rubber Testing - TSP Regalis Red & Blue,It has tension in its technology patent so it must be Japanese Tensor.,-1
10719,10719,5f6c29224272aba9ab77576f,Forum Rubber Testing - TSP Regalis Red & Blue,"If that's the case and it is a tensor/tenergy type offering I would be keen to review...... comparisons with the entire Rakza series, Victas V15 extra and limber plus shortly Tibhar MX-P.",-1
10720,10720,5f6c29224272aba9ab77576f,Forum Rubber Testing - TSP Regalis Red & Blue,If they're max then Black is best for me.As I got a V15 sample (extra) in the not too distant past I am cool if it is not my turn this time.This reminds me that I should update my V15 review.....I have used the extra recently and have purchased a couple of limber sheets as for me they are an excellent backhand rubber.,-1
10721,10721,5f6c29224272aba9ab77576f,Forum Rubber Testing - TSP Regalis Red & Blue,Sheets have arrived!,-1
10722,10722,5f6c29224272aba9ab77576f,Forum Rubber Testing - TSP Regalis Red & Blue,"I'll post a few details shortly, and then I'll be wrapping this up... so if there's anyone else interested, speak up now.",-1
10723,10723,5f6c29224272aba9ab77576f,Forum Rubber Testing - TSP Regalis Red & Blue,I would like to review if possible being so far away.,-1
10724,10724,5f6c29224272aba9ab77576f,Forum Rubber Testing - TSP Regalis Red & Blue,"Regalis blue sounds more fitting for me, Black 1.5 or 2.0 or both.",-1
10725,10725,5f6c29224272aba9ab77576f,Forum Rubber Testing - TSP Regalis Red & Blue,I can pay shipping.,-1
10726,10726,5f6c29224272aba9ab77576f,Forum Rubber Testing - TSP Regalis Red & Blue,"Whoops, just noticed you said Max only.",-1
10727,10727,5f6c29224272aba9ab77576f,Forum Rubber Testing - TSP Regalis Red & Blue,I would still appreciate a crack at it if max is the only option.,-1
10728,10728,5f6c29224272aba9ab77576f,Forum Rubber Testing - TSP Regalis Red & Blue,"I play with H3, commercial and provincial, regular and neo, and I would love to test a sheet of TSP Regalis Blue and compare.",-1
10729,10729,5f6c29224272aba9ab77576f,Forum Rubber Testing - TSP Regalis Red & Blue,"BTW the last TSP rubber I used was like 20y ago, 730 or something I think.",-1
10730,10730,5f6c29224272aba9ab77576f,Forum Rubber Testing - TSP Regalis Red & Blue,Thx.,-1
10731,10731,5f6c29224272aba9ab77576f,Forum Rubber Testing - TSP Regalis Red & Blue,Just a few details for interest.Regalis Red has a 40deg sponge.,-1
10732,10732,5f6c29224272aba9ab77576f,Forum Rubber Testing - TSP Regalis Red & Blue,"Sponge is bright red, similar colour to that of Tibhar Evolution, although a much smoother surface.Regalis Blue has a 47deg sponge.",-1
10733,10733,5f6c29224272aba9ab77576f,Forum Rubber Testing - TSP Regalis Red & Blue,Sponge is blue very similar to Bluefire sponge colour.Topsheet surface is highly grippy but not tacky as expected.,-1
