,id,thread_title,reply_split,classification,reply_sub,reply_words,entity,entity_locs,spin,speed,hardness,tackiness,weight,control,throw angle,durability,blocking,looping,throw,specific_aspects_cnt,g_comparative_word_begin_idx,g_comparative,g_comparative_words,comparative_word_begin_idx,comparative,comparative_words,comparative_aspects
6132,5f6c35e6220a4650ffffdcaf,Coppa Jo gold vs Coppa Jo Silver vs F1,"I persoanlly liked the Silver the best for my FH too, and it actually played similar to the Mark V 30deg glued, although a little firmer...",comparative,"I persoanlly liked the Silver the best for my FH too, and it actually played similar to the Yasaka-Mark-V 30deg glued, although a little firmer...","['I', 'persoanlly', 'liked', 'the', 'Silver', 'the', 'best', 'for', 'my', 'FH', 'too', ',', 'and', 'it', 'actually', 'played', 'similar', 'to', 'the', 'Yasaka-Mark-V', '30deg', 'glued', ',', 'although', 'a', 'little', 'firmer', '...']",['Yasaka-Mark-V'],[93],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[130, 34, 77]","['greater', 'greater', 'equal']","['firmer', 'best', 'similar']",[137],['greater'],['firmer'],['hardness']
6134,5f6c35e6220a4650ffffdcaf,Coppa Jo gold vs Coppa Jo Silver vs F1,"For my forehand loop, I definitely prefer JO Coppa Gold to F1 or F2, I find my loops have more power and definitely drive people back more effectively, but I lose nothing in terms of ability to keep the ball on the table.",comparative,"For my forehand loop, I definitely prefer JO Donic-Coppa Gold to Donic-Desto-F1 or Donic-Desto-F2, I find my loops have more power and definitely drive people back more effectively, but I lose nothing in terms of ability to keep the ball on the table.","['For', 'my', 'forehand', 'loop', ',', 'I', 'definitely', 'prefer', 'JO', 'Donic-Coppa', 'Gold', 'to', 'Donic-Desto-F1', 'or', 'Donic-Desto-F2', ',', 'I', 'find', 'my', 'loops', 'have', 'more', 'power', 'and', 'definitely', 'drive', 'people', 'back', 'more', 'effectively', ',', 'but', 'I', 'lose', 'nothing', 'in', 'terms', 'of', 'ability', 'to', 'keep', 'the', 'ball', 'on', 'the', 'table', '.']","['Donic-Coppa', 'Donic-Desto-F1', 'Donic-Desto-F2']","[46, 66, 84]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[35, 90]","['greater', 'greater']","['prefer', 'more']",[],[],[],[]
6136,5f6c35e6220a4650ffffdcaf,Coppa Jo gold vs Coppa Jo Silver vs F1,I liked it better than F1 from the first time I tried it (and at that time I didn;t think I would find anything I liked better than F1).,comparative,I liked it better than Donic-Desto-F1 from the first time I tried it (and at that time I didn;t think I would find anything I liked better than Donic-Desto-F1).,"['I', 'liked', 'it', 'better', 'than', 'Donic-Desto-F1', 'from', 'the', 'first', 'time', 'I', 'tried', 'it', '(', 'and', 'at', 'that', 'time', 'I', 'didn', ';', 't', 'think', 'I', 'would', 'find', 'anything', 'I', 'liked', 'better', 'than', 'Donic-Desto-F1', ')', '.']","['Donic-Desto-F1', 'Donic-Desto-F1']","[23, 147]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[11],['greater'],['better'],[],[],[],[]
6138,5f6c35e6220a4650ffffdcaf,Coppa Jo gold vs Coppa Jo Silver vs F1,"I have never tried JO Silver, I have heard it is quite nice, but a bit higher in throw angle and not quite as fast.",comparative,"I have never tried Donic-Coppa-JO-Silver, I have heard it is quite nice, but a bit higher in throw angle and not quite as fast.","['I', 'have', 'never', 'tried', 'Donic-Coppa-JO-Silver', ',', 'I', 'have', 'heard', 'it', 'is', 'quite', 'nice', ',', 'but', 'a', 'bit', 'higher', 'in', 'throw', 'angle', 'and', 'not', 'quite', 'as', 'fast', '.']",['Donic-Coppa-JO-Silver'],[19],0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,[],[],[],[83],['greater'],['higher'],['throw angle']
6140,5f6c35e6220a4650ffffdcaf,Coppa Jo gold vs Coppa Jo Silver vs F1,Another plus is that JO Gold is MUCH more durable than F1 or F2.,comparative,Another plus is that Donic-Coppa-JO-Gold is MUCH more durable than Donic-Desto-F1 or Donic-Desto-F2.,"['Another', 'plus', 'is', 'that', 'Donic-Coppa-JO-Gold', 'is', 'MUCH', 'more', 'durable', 'than', 'Donic-Desto-F1', 'or', 'Donic-Desto-F2', '.']","['Donic-Coppa-JO-Gold', 'Donic-Desto-F1', 'Donic-Desto-F2']","[21, 67, 85]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,[37],['greater'],['more'],[49],['greater'],['more durable'],['durability']
6148,5f6c35e6220a4650ffffdcaf,Coppa Jo gold vs Coppa Jo Silver vs F1,But what puzzles me is that usually I pick up softer rubbers on Bh compared to FH.,comparative,But what puzzles me is that usually I pick up softer rubbers on Bh compared to FH.,"['But', 'what', 'puzzles', 'me', 'is', 'that', 'usually', 'I', 'pick', 'up', 'softer', 'rubbers', 'on', 'Bh', 'compared', 'to', 'FH', '.']",[],[],0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[],[],[],[46],['less'],['softer'],['hardness']
6173,5f6c35e6220a4650ffffdcaf,Coppa Jo gold vs Coppa Jo Silver vs F1,"One thing that really surprised me was how much better I returned serve with Gold, and I really preferred its slightly lower throw angle.",comparative,"One thing that really surprised me was how much better I returned serve with Gold, and I really preferred its slightly lower throw angle.","['One', 'thing', 'that', 'really', 'surprised', 'me', 'was', 'how', 'much', 'better', 'I', 'returned', 'serve', 'with', 'Gold', ',', 'and', 'I', 'really', 'preferred', 'its', 'slightly', 'lower', 'throw', 'angle', '.']",[],[],0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,"[119, 96, 48]","['less', 'greater', 'greater']","['low', 'prefer', 'better']","[118, 119]","['less', 'less']","[' lower', 'lower throw']","['throw angle', 'throw angle']"
6174,5f6c35e6220a4650ffffdcaf,Coppa Jo gold vs Coppa Jo Silver vs F1,"One thing is without doubt, after using several sheets of both kinds of rubber over the last several years --- Gold and (I assume) Silver are more durable than the Desto series (F1, F2, F3), but they are still relatively fragile compared to non-Tensor rubbers.",comparative,"One thing is without doubt, after using several sheets of both kinds of rubber over the last several years --- Gold and (I assume) Silver are more durable than the Desto series (Donic-Desto-F1, Donic-Desto-F2, Donic-Desto-F3), but they are still relatively fragile compared to non-Tensor-rubbers.","['One', 'thing', 'is', 'without', 'doubt', ',', 'after', 'using', 'several', 'sheets', 'of', 'both', 'kinds', 'of', 'rubber', 'over', 'the', 'last', 'several', 'years', '--', '-', 'Gold', 'and', '(', 'I', 'assume', ')', 'Silver', 'are', 'more', 'durable', 'than', 'the', 'Desto', 'series', '(', 'Donic-Desto-F1', ',', 'Donic-Desto-F2', ',', 'Donic-Desto-F3', ')', ',', 'but', 'they', 'are', 'still', 'relatively', 'fragile', 'compared', 'to', 'non-Tensor-rubbers', '.']","['Donic-Desto-F1', 'Donic-Desto-F2', 'Donic-Desto-F3']","[183, 200, 217]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,[142],['greater'],['more'],[142],['greater'],['more durable'],['durability']
6184,5f6c35e6220a4650ffffdcaf,Coppa Jo gold vs Coppa Jo Silver vs F1,"JO Gold is certainly not tacky, and it's grip on the ball is similar to F1, or maybe just a touch more.",comparative,"Donic-Coppa-JO-Gold is certainly not tacky, and it's grip on the ball is similar to Donic-Desto-F1, or maybe just a touch more.","['Donic-Coppa-JO-Gold', 'is', 'certainly', 'not', 'tacky', ',', 'and', 'it', ""'s"", 'grip', 'on', 'the', 'ball', 'is', 'similar', 'to', 'Donic-Desto-F1', ',', 'or', 'maybe', 'just', 'a', 'touch', 'more', '.']","['Donic-Coppa-JO-Gold', 'Donic-Desto-F1']","[0, 86]",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"[98, 61]","['greater', 'equal']","['more', 'similar']",[],[],[],[]
6195,5f6c35e6220a4650ffffdcaf,Coppa Jo gold vs Coppa Jo Silver vs F1,"Anyway, I am a big fan of tensor rubbers except F2 and F3 (too mushy), but JO Gold is my favorite so far.",comparative,"Anyway, I am a big fan of Tensor-rubbers except Donic-Desto-F2 and Donic-Desto-F3 (too mushy), but Donic-Coppa-JO-Gold is my favorite so far.","['Anyway', ',', 'I', 'am', 'a', 'big', 'fan', 'of', 'Tensor-rubbers', 'except', 'Donic-Desto-F2', 'and', 'Donic-Desto-F3', '(', 'too', 'mushy', ')', ',', 'but', 'Donic-Coppa-JO-Gold', 'is', 'my', 'favorite', 'so', 'far', '.']","['Tensor-rubbers', 'Donic-Desto-F2', 'Donic-Desto-F3', 'Donic-Coppa-JO-Gold']","[27, 49, 68, 103]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[59],['less'],['too '],[],[],[],[]
6208,5f6c35e6220a4650ffffdcaf,Coppa Jo gold vs Coppa Jo Silver vs F1,"Looks like it's a fastest, hardest and most durable version of the three.",comparative,"Looks like it's a fastest, hardest and most durable version of the three.","['Looks', 'like', 'it', ""'s"", 'a', 'fastest', ',', 'hardest', 'and', 'most', 'durable', 'version', 'of', 'the', 'three', '.']",[],[],0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,[],[],[],[27],['greater'],['hardest'],['hardness']
6211,5f6c35e6220a4650ffffdcaf,Coppa Jo gold vs Coppa Jo Silver vs F1,"A wolf in sheep's clothingAt first, this rubber sheet may seem a modest development on the COPPA JO Gold from Jan-Ove Waldner, but as soon as it has been glued to the blade, this ""grenade"" sets an entirely new benchmark.- COPPA JO PLATIN is definitely the fastest and spiniest rubber in the FORMULA DONIC series with incorporated speed glue effect.- COPPA JO PLATIN develops extreme dynamics when playing slightly off from the table.- The sound and speed glue feeling of the COPPA JO PLATIN are in a class of their own.- The bounce of the ball with the COPPA JO PLATIN is both longer and higher and this improves control and increases speed.- The new top sheet, despite its enormous speed, allows good touch for short balls, spin, serves and returns.- The durability of COPPA JO PLATIN has been improved considerably.COPPA JO PLATIN is superior to its competitors in all important aspects.",comparative,"A wolf in sheep's clothingAt first, this rubber sheet may seem a modest development on the Donic-Coppa-JO-Gold from Jan-Ove Waldner, but as soon as it has been glued to the blade, this ""grenade"" sets an entirely new benchmark.- Donic-Coppa-JO-Platin is definitely the fastest and spiniest rubber in the FORMULA DONIC series with incorporated speed glue effect.- Donic-Coppa-JO-Platin develops extreme dynamics when playing slightly off from the table.- The sound and speed glue feeling of the Donic-Coppa-JO-Platin are in a class of their own.- The bounce of the ball with the Donic-Coppa-JO-Platin is both longer and higher and this improves control and increases speed.- The new top sheet, despite its enormous speed, allows good touch for short balls, spin, serves and returns.- The durability of Donic-Coppa-JO-Platin has been improved considerably.Donic-Coppa-JO-Platin is superior to its competitors in all important aspects.","['A', 'wolf', 'in', 'sheep', ""'s"", 'clothingAt', 'first', ',', 'this', 'rubber', 'sheet', 'may', 'seem', 'a', 'modest', 'development', 'on', 'the', 'Donic-Coppa-JO-Gold', 'from', 'Jan-Ove', 'Waldner', ',', 'but', 'as', 'soon', 'as', 'it', 'has', 'been', 'glued', 'to', 'the', 'blade', ',', 'this', '``', 'grenade', ""''"", 'sets', 'an', 'entirely', 'new', 'benchmark.-', 'Donic-Coppa-JO-Platin', 'is', 'definitely', 'the', 'fastest', 'and', 'spiniest', 'rubber', 'in', 'the', 'FORMULA', 'DONIC', 'series', 'with', 'incorporated', 'speed', 'glue', 'effect.-', 'Donic-Coppa-JO-Platin', 'develops', 'extreme', 'dynamics', 'when', 'playing', 'slightly', 'off', 'from', 'the', 'table.-', 'The', 'sound', 'and', 'speed', 'glue', 'feeling', 'of', 'the', 'Donic-Coppa-JO-Platin', 'are', 'in', 'a', 'class', 'of', 'their', 'own.-', 'The', 'bounce', 'of', 'the', 'ball', 'with', 'the', 'Donic-Coppa-JO-Platin', 'is', 'both', 'longer', 'and', 'higher', 'and', 'this', 'improves', 'control', 'and', 'increases', 'speed.-', 'The', 'new', 'top', 'sheet', ',', 'despite', 'its', 'enormous', 'speed', ',', 'allows', 'good', 'touch', 'for', 'short', 'balls', ',', 'spin', ',', 'serves', 'and', 'returns.-', 'The', 'durability', 'of', 'Donic-Coppa-JO-Platin', 'has', 'been', 'improved', 'considerably.Donic-Coppa-JO-Platin', 'is', 'superior', 'to', 'its', 'competitors', 'in', 'all', 'important', 'aspects', '.']","['Donic-Coppa-JO-Gold', 'Donic-Coppa-JO-Platin', 'Donic-Coppa-JO-Platin', 'Donic-Coppa-JO-Platin', 'Donic-Coppa-JO-Platin', 'Donic-Coppa-JO-Platin']","[93, 236, 370, 501, 585, 812]",1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,[692],['less'],['low'],[618],['greater'],['higher'],['throw angle']
6227,5f6c35e6220a4650ffffdcaf,Coppa Jo gold vs Coppa Jo Silver vs F1,Silver (tenderer and a bit slower than F1) suddenly became a BH dream and Gold (harder and a bit faster than F1) married perfectly clipper FH.,comparative,Silver (tenderer and a bit slower than Donic-Desto-F1) suddenly became a BH dream and Gold (harder and a bit faster than Donic-Desto-F1) married perfectly clipper FH.,"['Silver', '(', 'tenderer', 'and', 'a', 'bit', 'slower', 'than', 'Donic-Desto-F1', ')', 'suddenly', 'became', 'a', 'BH', 'dream', 'and', 'Gold', '(', 'harder', 'and', 'a', 'bit', 'faster', 'than', 'Donic-Desto-F1', ')', 'married', 'perfectly', 'clipper', 'FH', '.']","['Donic-Desto-F1', 'Donic-Desto-F1']","[40, 124]",0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,[28],['less'],['low'],"[27, 109, 92]","['less', 'greater', 'greater']","['slower', 'faster', 'harder']","['speed', 'speed', 'hardness']"
6232,5f6c35e6220a4650ffffdcaf,Coppa Jo gold vs Coppa Jo Silver vs F1,"It is all in all, a tad harder, safer, faster than F1.",comparative,"It is all in all, a tad harder, safer, faster than Donic-Desto-F1.","['It', 'is', 'all', 'in', 'all', ',', 'a', 'tad', 'harder', ',', 'safer', ',', 'faster', 'than', 'Donic-Desto-F1', '.']",['Donic-Desto-F1'],[54],0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,[],[],[],"[39, 24]","['greater', 'greater']","['faster', 'harder']","['speed', 'hardness']"
6264,5f6c35e6220a4650ffffdcaf,Coppa Jo gold vs Coppa Jo Silver vs F1,Clearly softer than coppa gold and harder than silver.,comparative,Clearly softer than Donic-Coppa gold and harder than silver.,"['Clearly', 'softer', 'than', 'Donic-Coppa', 'gold', 'and', 'harder', 'than', 'silver', '.']",['Donic-Coppa'],[20],0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[],[],[],"[8, 41]","['less', 'greater']","['softer', 'harder']","['hardness', 'hardness']"
6265,5f6c35e6220a4650ffffdcaf,Coppa Jo gold vs Coppa Jo Silver vs F1,"It has greater speed glue effect than both (yes, possible !).",comparative,"It has greater speed glue effect than both (yes, possible !).","['It', 'has', 'greater', 'speed', 'glue', 'effect', 'than', 'both', '(', 'yes', ',', 'possible', '!', ')', '.']",[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[7],['greater'],['greater'],[],[],[],[]
6291,5f6c3608220a4650ffffdcc1,Mark V vs Tackifire Drive,Mark V is much faster but the spin is much less than Tackfire.,comparative,Yasaka-Mark-V is much faster but the spin is much less than Tackfire.,"['Yasaka-Mark-V', 'is', 'much', 'faster', 'but', 'the', 'spin', 'is', 'much', 'less', 'than', 'Tackfire', '.']",['Yasaka-Mark-V'],[0],1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,[43],['less'],['less'],[22],['greater'],['faster'],['speed']
6292,5f6c3608220a4650ffffdcc1,Mark V vs Tackifire Drive,The MarkV would have to be faster but from the 2 rubbers I prefer Tackifire D.... Mark V is more like Sriver speed,comparative,The MarkV would have to be faster but from the 2 rubbers I prefer Tackifire D.... Yasaka-Mark-V is more like Butterfly-Sriver speed,"['The', 'MarkV', 'would', 'have', 'to', 'be', 'faster', 'but', 'from', 'the', '2', 'rubbers', 'I', 'prefer', 'Tackifire', 'D', '....', 'Yasaka-Mark-V', 'is', 'more', 'like', 'Butterfly-Sriver', 'speed']","['Yasaka-Mark-V', 'Butterfly-Sriver']","[83, 110]",0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,"[59, 92]","['greater', 'greater']","['prefer', 'more']",[27],['greater'],['faster'],['speed']
6297,5f6c3608220a4650ffffdcc1,Mark V vs Tackifire Drive,"MK V is a little spinnier, but is only as fast with a little less control then sriver.",comparative,"MK V is a little spinnier, but is only as fast with a little less control then Butterfly-Sriver.","['MK', 'V', 'is', 'a', 'little', 'spinnier', ',', 'but', 'is', 'only', 'as', 'fast', 'with', 'a', 'little', 'less', 'control', 'then', 'Butterfly-Sriver', '.']",['Butterfly-Sriver'],[80],1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,[61],['less'],['less'],[17],['greater'],['spinnier'],['spin']
6299,5f6c3608220a4650ffffdcc1,Mark V vs Tackifire Drive,"Its both faster and spinnier then both the above mentioned, with the hard sponge giving great control (for me).",comparative,"Its both faster and spinnier then both the above mentioned, with the hard sponge giving great control (for me).","['Its', 'both', 'faster', 'and', 'spinnier', 'then', 'both', 'the', 'above', 'mentioned', ',', 'with', 'the', 'hard', 'sponge', 'giving', 'great', 'control', '(', 'for', 'me', ')', '.']",[],[],1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,[],[],[],"[20, 9]","['greater', 'greater']","['spinnier', 'faster']","['spin', 'speed']"
6301,5f6c3619220a4650ffffdccc,BH: Inspirit Quattro vs. Cream MRS,"It's fast and spinney, but too bouncy for me when I play shortgame, and the weight is heavy, but I guess similar to the other rubbers you suggested.",comparative,"It's fast and spinney, but too bouncy for me when I play shortgame, and the weight is heavy, but I guess similar to the other rubbers you suggested.","['It', ""'s"", 'fast', 'and', 'spinney', ',', 'but', 'too', 'bouncy', 'for', 'me', 'when', 'I', 'play', 'shortgame', ',', 'and', 'the', 'weight', 'is', 'heavy', ',', 'but', 'I', 'guess', 'similar', 'to', 'the', 'other', 'rubbers', 'you', 'suggested', '.']",[],[],1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,"[27, 14, 105]","['less', 'greater', 'equal']","['too ', 'spinney', 'similar']",[],[],[],[]
6302,5f6c3619220a4650ffffdccc,BH: Inspirit Quattro vs. Cream MRS,For a BH rubber I would prefer the 729Cream on MRS sponge,comparative,For a BH rubber I would prefer the 729Cream on MRS sponge,"['For', 'a', 'BH', 'rubber', 'I', 'would', 'prefer', 'the', '729Cream', 'on', 'MRS', 'sponge']",[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[24],['greater'],['prefer'],[],[],[],[]
6319,5f6c3619220a4650ffffdccc,BH: Inspirit Quattro vs. Cream MRS,It counters and blocks almost as good as Bryce (like a Cat hair less) does for way less money.,comparative,It counters and blocks almost as good as Butterfly-Bryce (like a Cat hair less) does for way less money.,"['It', 'counters', 'and', 'blocks', 'almost', 'as', 'good', 'as', 'Butterfly-Bryce', '(', 'like', 'a', 'Cat', 'hair', 'less', ')', 'does', 'for', 'way', 'less', 'money', '.']",['Butterfly-Bryce'],[41],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[64, 30]","['less', 'equal']","['less', 'as good as']",[],[],[],[]
6334,5f6c3619220a4650ffffdccc,BH: Inspirit Quattro vs. Cream MRS,"Half the price and in my opinion, a little better.",comparative,"Half the price and in my opinion, a little better.","['Half', 'the', 'price', 'and', 'in', 'my', 'opinion', ',', 'a', 'little', 'better', '.']",[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[43],['greater'],['better'],[],[],[],[]
6386,5f6c366a220a4650ffffdcff,Tensor vs Tenergy,"Tenergy is pretty hard compared to most Tensors, with little dwell time.",comparative,"Butterfly-Tenergy is pretty hard compared to most Tensor-rubbers, with little dwell time.","['Butterfly-Tenergy', 'is', 'pretty', 'hard', 'compared', 'to', 'most', 'Tensor-rubbers', ',', 'with', 'little', 'dwell', 'time', '.']","['Butterfly-Tenergy', 'Tensor-rubbers']","[0, 50]",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[],[],[],[],[],[],[]
6388,5f6c366a220a4650ffffdcff,Tensor vs Tenergy,The hardness of Tenergy is about comparable to JO Coppa Gold from Donic (which is one of the harder Tensors).,comparative,The hardness of Butterfly-Tenergy is about comparable to JO Donic-Coppa Gold from Donic (which is one of the harder Tensor-rubbers).,"['The', 'hardness', 'of', 'Butterfly-Tenergy', 'is', 'about', 'comparable', 'to', 'JO', 'Donic-Coppa', 'Gold', 'from', 'Donic', '(', 'which', 'is', 'one', 'of', 'the', 'harder', 'Tensor-rubbers', ')', '.']","['Butterfly-Tenergy', 'Donic-Coppa', 'Tensor-rubbers']","[16, 60, 117]",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[33],['equal'],['comparable'],[109],['greater'],['harder'],['hardness']
6389,5f6c366a220a4650ffffdcff,Tensor vs Tenergy,"Gold is a little faster, Tenergy is spinnier and has a much higher throw angle.",comparative,"Gold is a little faster, Butterfly-Tenergy is spinnier and has a much higher throw angle.","['Gold', 'is', 'a', 'little', 'faster', ',', 'Butterfly-Tenergy', 'is', 'spinnier', 'and', 'has', 'a', 'much', 'higher', 'throw', 'angle', '.']",['Butterfly-Tenergy'],[26],1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,[],[],[],"[46, 17, 70]","['greater', 'greater', 'greater']","['spinnier', 'faster', 'higher']","['spin', 'speed', 'throw angle']"
6390,5f6c366a220a4650ffffdcff,Tensor vs Tenergy,Tenergy felt A LOT heavier.,comparative,Butterfly-Tenergy felt A LOT heavier.,"['Butterfly-Tenergy', 'felt', 'A', 'LOT', 'heavier', '.']",['Butterfly-Tenergy'],[0],0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[],[],[],[29],['greater'],['heavier'],['weight']
6404,5f6c366a220a4650ffffdcff,Tensor vs Tenergy,"If you want something positively mushy, you could try F3 or F3 Big Slam.",comparative,"If you want something positively mushy, you could try Donic-Desto-F3 or Donic-Desto-F3 Donic-Baracuda-Big-Slam.","['If', 'you', 'want', 'something', 'positively', 'mushy', ',', 'you', 'could', 'try', 'Donic-Desto-F3', 'or', 'Donic-Desto-F3', 'Donic-Baracuda-Big-Slam', '.']","['Donic-Desto-F3', 'Donic-Desto-F3', 'Donic-Baracuda-Big-Slam']","[55, 73, 88]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[]
6420,5f6c3672220a4650ffffdd05,H2 #19 vs TG3 #21 blue,I recall TG3 being more tacky than H2...,comparative,I recall TG3 being more tacky than DHS-Hurricane-2...,"['I', 'recall', 'TG3', 'being', 'more', 'tacky', 'than', 'DHS-Hurricane-2', '...']",['DHS-Hurricane-2'],[35],0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[19],['greater'],['more'],[],[],[],[]
6430,5f6c367e220a4650ffffdd0c,Elite Ultima vs Nanocannon,"999 EU is mildly tacky whereas the nanocannon is completely non-tacky, so the 999 EU would be spinnier on most things, except perhaps faster loops.",comparative,"999 EU is mildly tacky whereas the nanocannon is completely non-tacky, so the 999 EU would be spinnier on most things, except perhaps faster loops.","['999', 'EU', 'is', 'mildly', 'tacky', 'whereas', 'the', 'nanocannon', 'is', 'completely', 'non-tacky', ',', 'so', 'the', '999', 'EU', 'would', 'be', 'spinnier', 'on', 'most', 'things', ',', 'except', 'perhaps', 'faster', 'loops', '.']",[],[],1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,[],[],[],"[94, 134]","['greater', 'greater']","['spinnier', 'faster']","['spin', 'speed']"
6431,5f6c367e220a4650ffffdd0c,Elite Ultima vs Nanocannon,The nanaocannon is much faster than the 999 EU,comparative,The nanaocannon is much faster than the 999 EU,"['The', 'nanaocannon', 'is', 'much', 'faster', 'than', 'the', '999', 'EU']",[],[],0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[],[],[],[24],['greater'],['faster'],['speed']
6433,5f6c367e220a4650ffffdd0c,Elite Ultima vs Nanocannon,Both are softer and slower than your Tenergy.,comparative,Both are softer and slower than your Butterfly-Tenergy.,"['Both', 'are', 'softer', 'and', 'slower', 'than', 'your', 'Butterfly-Tenergy', '.']",['Butterfly-Tenergy'],[37],0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,[21],['less'],['low'],"[20, 9]","['less', 'less']","['slower', 'softer']","['speed', 'hardness']"
6434,5f6c367e220a4650ffffdd0c,Elite Ultima vs Nanocannon,"999EU should be slightly spinnier than your tenergy, but not in hard loops.",comparative,"999EU should be slightly spinnier than your Butterfly-Tenergy, but not in hard loops.","['999EU', 'should', 'be', 'slightly', 'spinnier', 'than', 'your', 'Butterfly-Tenergy', ',', 'but', 'not', 'in', 'hard', 'loops', '.']",['Butterfly-Tenergy'],[44],1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,[],[],[],[25],['greater'],['spinnier'],['spin']
6436,5f6c367e220a4650ffffdd0c,Elite Ultima vs Nanocannon,Elite is spinnier than Nano Cannon.,comparative,Elite is spinnier than Nano Cannon.,"['Elite', 'is', 'spinnier', 'than', 'Nano', 'Cannon', '.']",[],[],1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[],[],[],[9],['greater'],['spinnier'],['spin']
6437,5f6c367e220a4650ffffdd0c,Elite Ultima vs Nanocannon,Nano is much faster than Elite.,comparative,Nano is much faster than Elite.,"['Nano', 'is', 'much', 'faster', 'than', 'Elite', '.']",[],[],0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[],[],[],[13],['greater'],['faster'],['speed']
6438,5f6c367e220a4650ffffdd0c,Elite Ultima vs Nanocannon,Elite is higher throw than Nano.,comparative,Elite is higher throw than Nano.,"['Elite', 'is', 'higher', 'throw', 'than', 'Nano', '.']",[],[],0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,[],[],[],[9],['greater'],['higher'],['throw angle']
6456,5f6c367e220a4650ffffdd0c,Elite Ultima vs Nanocannon,Maybe not as fast as my Tenergy but still fast...,comparative,Maybe not as fast as my Butterfly-Tenergy but still fast...,"['Maybe', 'not', 'as', 'fast', 'as', 'my', 'Butterfly-Tenergy', 'but', 'still', 'fast', '...']",['Butterfly-Tenergy'],[24],0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[6],['less'],['not as'],"[6, 10]","['less', 'equal']","['not as fast', 'as fast as']","['speed', 'speed']"
