,reply_split,classification
2121,"Theoretically it should work fine either way, but that blade is fast and hard because of the carbon.",0
2191,"But, 05FX is what I want.",0
1174,"The bad thing is none of my friends play with it either, so I can't even try it out.",0
1334,"You will need a stiffer racket or a harder sponge, or both for that type of game to work.",0
830,I was curious so I had a look.,0
285,Hope this helps,0
2946,Worthwhile doing a search for a review on the maxx-p and rhyzm-p rubbers with the latter reviewed as more dynamic if memory serves me correctly.,0
336,I remember the Xiom Vega Japan is heavy.Because I play with a pimps in rubber to defend with a 1.5mm sponge I 'am affraid the total weight of the setup will be a bit heavy.Thinking of buying the Xiom Omega 7 PRO or Europe.,3
664,"Just by that it is easy to say Mantra is more linear, has better topsheet and lasts longer.",2
854,"There are a lot of players out there who are fine with 729 SuperFX and similar rubbers on their backhand and a more expensive, state-of-the-art rubber would be a waste of money.",0
1455,Which of course is not to say you can´t do everything with both.,0
835,What do you use to boost the commercial non neo h3?,0
377,"I have played with Palio 1997 only briefly, and although I have a sheet of Bloom Power, it is still in the packet.",0
4359,It is a touch too fast especially on a carbon blade and needs solid technique.,4
831,The cheapest T88-Taiji on AliExpress I found was this:https://www.aliexpress.com/item/Free-Sh ... 56317.htmlQuite confusing - it lists all these sponge thicknesses but it turns out there's only one (2.2mm) available!,0
595,"Epictetus, Thank you for taking the time to respond.",0
2232,"skyline : faster , longer trajectory.",2
1767,I did a lot of mounting two different rubbers on the same blade (including Tensors) and I had to stop and THINK about what I was feeling and what was happening.,0
531,"It's not pathetically soft, though.",0
757,"They all have inexpensive, and some light-weight options.",0
881,"4) Similarly, Target National (and I expect Regional  ) use the same topsheet as the old Target (62-001).",0
1791,"However, and I'm not sure if this a good thing or not, both requires a perfect stroke and more effort (a large hand swing).",0
268,"Some reviewers claim that with only a few days of playing with it, obvious cracks were in the rubber on the side.",0
846,"No reviews that I've seen, not that I've been looking.",0
1175,Not even the pro players I know use them.,0
2215,As many other people already mentioned T64 have lower throw than other Tenergy's and the T64 grips the ball more due to the larger pimple distance.,1
1368,"Alternatively, I could try a new tensor style short pip...",0
608,"I think if you are gonna be paying the money for the ""national"" version, might be better to do the boosting yourself, would at least learn what is the best condition for you and how much booster is needed for that condition.",0
929,"Given the price, though...I've tried Hadou, I can't remember the sponge hardness but I generally tend to buy ones that are softer than 44.",0
2164,They produce whole lots of spin when you play your stroke.,4
4008,"T25 is substantially better than T05 in this regard, but you will give up quite a bit if you play at mid-distance or further back.",1
302,"Some reviewers claim that with only a few days of playing with it, obvious cracks were in the rubber on the side.",0
426,"Black is zero tacky, while red is lightly tacky but they produce heavy spin even from backhand.",0
4129,"I will be testing an Orange, Blue and Green sponge...",0
4091,There is a relatively recent thread somewhere on OOAK where Rasant is compared to T05.,0
346,"Now that they announced Tenergy 80, I might be going for that or 05 but I am still waiting for reviews to come out first.",0
2225,Sent from my RM-914_im_mea3_1023 using Tapatalk,0
442,The REALLY high prices are for sheets that were purportedly made for some Chinese National Team player or another.,0
413,The thickness differences had the predictable effect.,0
420,"So what I am trying to say here that when we choose to go for tacky Chinese rubbers we normally want to get that hard sponge on the racket, tackiness comes as extra little bonus.",0
2584,Omega v pro is like ten64.,1
1940,Rising Dragon price is 31 euros,0
759,Omega VII Asia would be a modern tensor rubber that plays completely differently from H3.,1
695,Mantra is not made by chinese DHS ?,0
841,"Doesn't prevent me from buying more, though, out of curiosity, like that sheet of AK47 Blue I just ordered...  (Blades are another story - I find them very different from each other and am sensitive to different ones.)Aeolus?",0
475,Man he can put every rubber on different blade and take 2-3 days to know how equipment work this is dynamic test ?,0
4140,"It's a long time now,""apophis"", since this post, so hopefully you're ready to let us know your opinion of the differences between bluefire m1 and rasant .",0
3549,I think they're not bad choices...,0
771,So vega china with the tackiness worn off is good for your backhand.,3
432,Tibhar Hybrid K1 is excellent stuff.,3
1338,"When you settle in at the new distance, if you still want to change equipment then do it.",0
1408,I find the 2.2 plays more euro style and u dont have to apply as much force as 2.0.,0
742,A boosted battle 2 39-40 hardness and boosted 2 layers would do the trick.,0
535,Consistency was way better as well and I could attack a much larger percentage of serves and pushes effectively.,4
3570,I'm going to buy the H3N and the TG2N but I have doubts on where should I place it.,0
188,"Yes, they have more powerful spin and speedier when they hit it right.",2
703,The GearZ sponge is supposedly less hard and more bouncy than the Thor while being harder than the older sponge used on the Gambler rubbers.,1
926,I can do my usual shots with the premade.,0
589,Is that a good thing?,0
578,-has better feel for me; I can keep my pushes lower and place most shots with more accuracy as long as I’m taking care of the lower throw.,2
1353,Tibhar Super Defense still works great.,3
780,.,0
3320,Vega EuropeTried and tested.,0
266,Just remember to keep your bat angle low.,0
205,Butterfly makes T. softer and more casual during years of production.Do not know anything about Dignics.,0
4289,I am quite interested to buy Neo H3 National Blue Sponge and Skyline TG3 National Blue Sponge,0
306,"Either boost your tacky rubber or buy any modern ""tensor type"" rubber from Xiom/Tibhar/Donic/Stiga/Butterfly/etc.",0
398,That leaves me in a dilemma whether I should even change it at this time.Too many decisions..,0
215,More expensive price vs tenergy.,0
3599,It was total chaos!,0
305,So the issue is that long distance loops requires a lot of effort?,0
263,"Due to that, it isn't as springy as MX-P and feels a bit closer to the hybrid rubbers - although the throw is still higher than theirs.",2
4124,MAYBE T05 has a touch more spin but I wouldn't put any money on it.,0
1288,I switched to Acuda S2 on bh side.,0
2036,"I have played with it on Carbon, clipper like 7ply, limba 5ply and played very well on all those, shining with the Carbon blade.",0
335,Thanks for the suggestions!,0
1405,"And here is next disadvantage of H8- lacks power in mid to far distance, especially on VKM which isn't a beast.I've seen this video: https://www.youtube.com/watch?v=BeCmjsvMrbE&t=241sThis man chops with 05 2.1 on Korbel, he is much worse footwork than me, and, probably worse technique.",0
171,This is after trying a whole bunch of Chinese and European rubbers.,0
929,baracuda is less durable.,2
4138,At least thats my excuse.I was lucky that my spare gfx card sold... so now I can blow that (spare) cash on the rubbers  Like a boss Equipment Junkie,0
398,Changing between different types can be demanding.,0
4108,T64 is pricey.,3
4069,"So far I could collect info On 1Q XD it seems like its a lot more feel to it than Rasent or HD, still in process off making decision",2
942,Wow!,0
470,Fake?,0
628,Spiny & softer.,4
296,"Soft topspin touch defense (think lobbers, retrievers, allrounder) easy to do with light wrist and short stroke.Ball does not rebound all crazy (only rebounds by what you did - zero additional) on the low/medium impacts, so chopping is easier to do than one would expect of an OFF rubber.",2
606,"Looking at the description of the Mech-Tek, it states that it is like Tenergy and my concern is that it may be detrimental rather than helpful at this stage.",0
744,Interesting.,0
2654,"The Eurochopper is a lot better, but with this rubber on a 1.5mm soft sponge it's still like to be quite slow.",3
1135,Thanks for the info.,0
314,Pick any modern tensor rubber and the rest is just your technique.,0
2945,Doesn't feel as good as a T05FX but the FX-P is a high quality rubber and lasts better.,1
858,I bought my current BH rubber at a time I wasn't too sure whether I would be able to handle a faster rubber and thought a thinner sponge would provide more control.,0
2022,"Most people that use temergies and tensors don't do this kind of swing, but instead it's more of a underarm/half arm swing than full arm and engaging more the sponge, whereas with a full arm swing you rather engage the topsheet.",0
2193,"Hey, thanks for the info.",0
1513,"For me, I don't really have a preference between the two rubbers.",0
4349,Just going off the sheer numbers high rated players that say HD is the best rubber around I would go with that myself if I were using a tensor on the forehand.,0
544,"But as you noted, if consistency is better with BD, maybe it still has a place in their lineup.Thanks!LTT",0
875,No guarantee the sponge is the same.,0
2168,"If you're a flat hitter, look for others but if you're mainly winning points by looping (either open ups or power looping) and close to the table, Chinese rubbers suit you best.",3
275,"If driving's your thing, use Tenergy.",2
1891,P.S.,0
201,"Jak, how long are you in table tennis?",0
2944,Rated as medium soft & a very sensible choice.,4
1360,There are probably DOZENS of rubbers that would fit the bill.,0
474,ALWAYS it is a DYNAMIC test of the shots they do with their kind of impacts.,0
313,Ten has higher throw angle,2
1446,There is the Evolution line with new additions EL-S and FX-S and there is among others a Quantum line developed in parallel.,0
932,is it easier with the baracuda due to its higher spin on low attack balls or,0
947,btw Andy: u choosed R47 as ur primary rubber.,0
4374,But after a couple of months they switched back to Pro claiming that Asia was just too hard for their tastes.,0
4286,"Don't tell the Koreans I like to use non-Nexy provided stuff on BH wing, it will blow my cover.http://www.youtube.com/watch?v=Ze-060rTkNc&list=UULnbCgcpa5Zr6SBdPUGDtsA&index=1&feature=plcp",0
595,H3N tends to go long for me often.,3
2587,Henzell ysed to use pro prabably because aussie table tennis didnt have butterfly products at the time.,0
455,"You mean here?https://www.aliexpress.com/item/Genuine ... 51351.htmlThe link you sent was meant for phones, doesn't work well on computers for some reason.",0
83,The video mentioned I was actually familiar with.,0
589,"However, based on the info you have given us, the ayous/hinoki blade should be perfect.",0
916,"Baby oil might work just as well, to be honest.. (see the ""What is booster"" thread).Iskandar",0
2630,I use Sigma 1 Europe-----it has a extremely low throw.,0
943,There might be a different rating system for T-88 Taiji ... which might be 35 deg Chinese hardness scale.,0
679,I do think I should have gone for the Mech-Tek for my BH instead of the X3 Diamond; I would have been able to handle it.,0
1198,Identify what's having the biggest negative impact on your game and fix it.,0
464,I see..,0
384,"I am personally interested in it cause I play STN too and simply would like to know what to expect from this rubber.I haven't used hurricane 8 myself, but I regularly play against two people who use H8.",0
3560,"The way you described it, it looks like our styles are similar too, so I can recommend this.",0
1739,"Rubber only tells me CJ8000, sponge is light purple.",0
1755,"If you're messing with CJ8000, you'll probably find yourself dealing with the ""dish"" problem.",0
879,3) T88 New Taiji uses the same topsheet (or came out of the same mold) as the Old Taiji.,0
3335,Personally I would compromise the stiffness for more flexibility allowing you to use medium to low throw rubbers so that you can get your technique right and learn to play more easily with looping etc.So maybe another thread might be needed to see if you could use a less stiff jpen blade ?Normally with a rubber the arc starts to flatten out the harder you hit - only exception that I've found is the Tenergy 05 which I would not recommend for you given the control issues with it.So if you have a slightly harder sponge it tends to keep its arc and in practice is more consistent than a soft sponge.,0
4012,Maybe it is just because it is much spinny than it looks rather than being more spinny in absolute terms.,4
162,"That being said, I can convince myself that there are other rubbers which generate more rebound or more spin than Tenergy 05 on less than perfect strokes.Feel on the other hand is more subtle.",0
683,"I do get to blast past my opponents with quality shots, true, but it's the reliability I get in the short game that seals it for me.",4
206,"""Not professional"" any more?",0
4656,I don't think Rasant is necessarily better than Roxon - it's just different.,0
825,Yep thats right coz the topsheet is tinner then the orange version,0
936,"On ""softer"" openers, Baracuda seemed to generate a higher arc so it was easier in that sense.",2
1479,China rubber:,0
3657,Easier to control.,4
600,"The Burst (w/o Thor's hammer) sponge is, unfortunately, not described on the Zeropong site so I don't know if it is mid hard or soft.",0
196,As for the blade which is best suited?,0
432,That's why the Chinese National Team doesn't use the orange sponge.,0
793,[/QUOTE],0
745,I have played Battle 2 before without boosting.,0
1766,"I even played with each for a while, until the next thing came along to try.",0
311,Nearly all modern tensors are meant for looping/counter-looping away from the table.,0
4005,Palio CJ8000 comes to mind.,0
788,Iskandar,0
183,"What I mean is the problem with short push, service return and short spinny topspins.",0
1316,"H3Neo I wouldn't recommend to anyone until they bring the old balls back, especially coming off of a jet800, and boosters are very bad for your health!",0
486,"If you haven't already purchased it, I would advise you to call up Zeropong and speak to them.",0
1061,MX-S is known to be a very durable rubber.,3
685,It will help me a lot in my TT journey.,0
1728,"If you want more spin but don't mind less speed, then Rakza7 Soft will give very good spin and touch.",3
982,"In terms of sponge hardness, would the Rasanter R42 be closest to the Baracuda/G1?",0
248,Bara is much more durable (according to reviewers),2
1482,HL5,0
1283,I would use the EL-P as its softer.,2
7,"With the ALC it is too soft and slow for me, with the T5000 too fast and the ZLC has a softer touch and could be an alternative.",0
4378,In short game Pro might be better for flipping or non-flat game but that's not my bag (mostly not).,0
1294,The el-p feels dead sometimes.,3
2187,I am playing with 05FX on my backhand and really like how it works for me.,3
4650,You have got a good point.,0
1790,Sent from my i5E using Tapatalk,0
770,Change your AK to the blue version.,0
392,I have not tried genesis but i use Mantra M on BH and i am very happy with it.,0
339,"Should be easier, since the ball won't bottom out as easily.",0
214,It seems your step is too big.,0
679,Even more of a punch than GA8 at 50º does?,0
2573,If the Omega IV Europe had about 10-15% more spin it would be perfect.,0
459,Mate it is all about your personal feel and opinion.,0
266,"Both over the table and middle distance play is good, in my opinion, I didn't feel any lack of power.I think it could work as a BH rubber, too, if you like the harder feeling.",0
372,"Thanks everyone for your input, What I really want to know is, has anyone experience EL-P vs EL-S....",0
1372,These are great questions.,0
187,People buy it to improve their game.,3
749,Sent from my PAR-LX9 using Tapatalk,0
279,Ten has higher throw angle,2
4090,Please resume normal transmission.,0
495,I have tried both O7Tour and DNA Pro M...,0
1329,Maybe your technique is the issue?,0
2588,I know of few players sponsored by aussie tt at the time using vega pro or omega 4 pro.,0
1504,Any of the Donic Bluefire JP series could be nice.,3
1109,"To cut a long story short, Fastarc G1 is now being sold at reasonable prices in Europe and I gave it a shot and loved it.",0
943,if i could have quite a similar rubber like Baracuda but with an improved chance of avoiding recieve errors then i would do the change.,0
416,"Yes sure it does, so why not all rubbers are made tacky!?",0
160,"If your swing speed approaches or exceeds 20 m/s, all rubbers will produce roughly the same speed.",0
1369,"Snowmam, for me M3 could be way too soft, I like harder rubbers",3
1087,Spinnier and faster.,2
4123,All I did was loop against block and I must say they appeared (to me at least) very very similar.,0
946,thus this aspect is also important.,0
1177,They're almost perfect.,0
464,"They even have ""National"" T64!",0
412,No magic really.,0
436,"From what I have read online, including on Coach EmRatThich's site (https://pingsunday.com/dhs-hurricane-3- ... rricane%27), the blue sponge is harder and faster.",0
2216,This make the rubber great at BH flipping.,4
1189,"It is not faster either, it is less linear.",0
631,No more with legend handle,0
106,Will depend a lot on blade.,0
4006,Even I could give good underspin with that rubber.,0
491,That is a quick summary of my kind of impact that I understand about myself.,0
1210,"While the passive play was smooth, i had hesitation to play active in order to avoid the ball go out of the table.",4
2581,  do u know why they removed it?,0
2126,Switching a slow rubber to another slow rubber prolly won't solve your control issue.,0
73,But with an amount of spin that is easier to counter.,0
4153,"thank you ""apophis"".if you'll ever happen to have a hit with Donic bluefire m1 as well, it 'll be interesting to read your comparison with rasant.can anybody else contribute his knowladge about this Rasant vs bluefire m1 issue?",0
111,Is there any particular reason you woke this old thread up?,0
676,It is faster than a lot of esn rubbers.,2
1097,Is G1 faster than rakza?,0
677,I called up and spoke to Tom from Zeropong and went with his recommendations (shown in my signature).,0
937,Don't overthink it too much.,0
2048,"I think myself more close to table allround attacker, and you?",0
4274,I water-glued to the TBS and cut off the excess at the top.,0
453,"It's not only the red sheets that come with an orange sponge if you look at this link on Aliexpresshttps://m.aliexpress.com/item/204238711 ... 4043339513Even black ones come with orange sponge or blue sponge, hence my question.",0
2226,I used to play with T64 on BH but now I'm testing 80fx and I like it very much!,0
870,"Actually, having a look at the blurbs of the Sanwei T88 rubbers made me realize a few things.",0
1104,I thought u used to play with MX-S?,0
2561,Soft sponge but it doesnt bottom out.,3
823,Sent from my PAR-LX9 using Tapatalk,0
1143,It's the most used rubber in my club.,4
1403,durability: the rubber has a longer lifespan than an average rubber so probably more than MX-S.,2
2582,Xiom rubbers soft to hardelite eurojapanasiaprotour.Omega v asia is spinniest that iknow of amongst xiom .sigma 2 pro is like brick hard.not for a defensive player.vega japan is like allround to off _.,3
4079,"I think the Rasant and the 5Q are nearly the same, but in my opinion, the 5Q´s surface is better.",1
537,So I guess it's a trade-off whether you want your >90% effort shots to be better or you want your over the table game to be better.,0
942,recieves are a big winning condition.,0
3575,I would probably use TG3 on forehand and H2 on backhand if I had to choose fh and bh from that series.,0
963,Baracuda is cheap(ish) too!,3
1131,Again it may not be for everyone but lots of people will like it if they try it.,0
3653,"If you mix it up more with drives and blocking, S2.",0
789,It still has some tack to it but not as much as the time you removed it from its plastic cover.,0
785,"I can tell you it was overkill, 2-3 layers would've been enough",0
1803,So opinions will differ,0
2585,Asia is like rasant grip with higher throw.xiom rubbers prone to crumbling like tenergy Though.,0
689,Loops were very crisp and beautiful.,4
4277,"if you look at it, the nipples are thinner and wider spaced in a different pattern as well.",0
1917,Rising Dragon is a chinese rubber.,3
4402,"Don't know about Tenergy, but I'm using Rakza 7 right now.",0
1186,"Mantra h 2.0mm, joola maxxx 500 2.0mm, xiom vega tour and many other rubbers.",0
1196,The way I read your post is that you're facing some obstacles towards progressing and your instinct is to turn to your equipment (like all of us).,0
413,And I agree there is no point in changing rubber brand if you are only after better tackiness.,0
4335,I've only tried the Hexer HD so I cannot compare.,0
1168,"In technical terms, tenergy is obviously still able to produce more spin than European rubbers - in the right hands.",1
469,I could give my bat and rubber to another player my levels and that player may so hate on the entire bat.,0
2070,"Calibra = Long trajectory, speed, less spin than Rakza.",1
1775,"But well in my case, im fine with the rubber i haven't had any injuries yet so dont be too scared to try",0
1789,"Yep, just play it.",0
678,It packs a punch.,0
572,"Sorry, I used google translate.",0
226,"In my personal opinion, Baracuda has more spin than Tenergy, however it lacks a little bit of power and control compared to Ten.",1
468,Last tourney I had unboosted/unglued Nittaku Hammond (the old school inverted rubber) in 2.0 on BH and was simply a beast of BH the last tourney.,0
4105,Someone send me a sheet and I'll tell you how I feel it plays as I am explicitly loving my t05 and t05fx,0
794,For those who say Battle 2 Provincial is better than H3 Provincial are definitely low level players.,0
318,I just wanted to know if there is a good combination between the VKM and one of those rubbers.,0
345,"im a very big fan of tenergy 05, its great on both FH and BH, definitely not slow ( not blazingly fast either ) and an extremely spinny rubber, actually i rank its spin as second to hurricane",1
510,They sent me a matrix picture of all the rubber/sponge combinations and where they fall as far as speed and tackiness.,0
965,"I find the one I have currently on the FH to be reasonably good but don't like the BH one (too thin sponge, inadequate durability and not bouncy enough for a BH rubber).",0
800,Never had any issues with bubbling or top sheet peeling off with my H3P.,3
308,"Tenergy is noticeably faster than Baracuda, though not quite as spinny.",1
2580,"If you look on the latest LARC:http://www.ittf.com/stories/pictures/LARC_2015A.pdfYou'll see that the Sigma I is no longer on there, and on the last page you'll see it's listed as being removed.I thought the Omega V was extremely spinny, I've not tried the earlier versions.",0
3649,It is a little ho-hum but perfectly fine for a player up to at least 2000.,4
454,"The package picture doesn't say anything about it being ""provincial"" version so I don't even know if this is the regular one being sold with a markup.Thanks!",0
828,and yeah the normal battle 2 with orange sponge is over rated have to agree on that,0
538,I think this is the matrix TheKLeifheit13 was referring to.http://gamblertt.com/images/rubberselectorchart2018.jpgI contacted Zeropong and they were kind enough to share this although I do not see quite a few rubber/sponge combinations in their catalog.,0
4094,I'm not sure about Bluefire but I'm sure it is compared to death with T05 at one of the TT blogging sites.I think a lot comes down to what standard you are.,0
388,They both complained that after 2 months it is reasonable to replace H8.I cannot give you a hint which exact rubber to use as a replacement.,0
704,I liked the Burst GearZ but felt like I wanted something a bit harder (for me).,3
496,I did not like either for my general FH...,0
1102,Slower really means more linear with less catapult.,0
3344,From my experience with an EL-P I would have thought that a MX-P would be very durable.,3
4126,"Ok I just sold my unused but new GFX card and have some cash to spend, I think that I'm going to check out the Rasant and Bluefire in 2.1 and 2.0mm respectively.",0
1128,My club mate who did said he preferred G1 and thought it was an improved Razka 7 when he tested it ( and this was without my asking for that comparison).,1
1312,i'm afraid Vega Pro and H3 Neo boosted are totally different rubbers,0
161,"However, in all ""sub-optimal strokes"" some rubbers can generate more speed/spin.",0
906,"Taiji DID feel a slight amount softer, but I really had to stop and think about it.",3
655,I hesitate between both,0
944,i choosed the Barauda as my daily rubber because i can do lazy backspin into topspin attack as well as hard shots.,3
1747,Found the CJ8000 Speed with 43 deg sponge.,0
689,"Without having as much xp as you folks, I would say short game is where I find the mantra (M in my case) a bit lacking.",3
421,"Our playing style then different - full body rotation, power from your hips and etc (ask boxer does he hit using hand power or hips and torso power?",0
1471,That 3 rubbers Which one is balance between spin and speed ?,0
1315,"Vega Pro, no question in my mind.",0
4110,Thanks Baal for clarifying.,0
934,"Didn't they recently repackage Hadou, like they did with AK47?Iskandar",0
1190,"You get decent speed without putting in the effort, so that at first glance you can get away with mistiming or approximate technique.",0
4351,I think a lot has to do with the distributors in the respective states foam.,0
4336,"The Hexer HD topsheet feels hard but thin, and it feels like you can't really get the spin until you stretch that topsheet.",3
1737,"CJ8000 isn't particularly slow, either.Iskandar",3
318,Dammit Butterfly.,0
3330,What turned me off to it is the relatively low throw angle rating.,0
2118,I would probably go for the Sriver though.,0
1936,Sent from my iPhone using Tapatalk,0
2607,what are differences?,0
1401,Had a practise session today and I analysed my game.,0
62,But they are all really great rubbers.,0
1509,This thread started as a preference between Chinese and euro style rubbers.,0
4054,Thanks Haggisv.,0
775,"These are light:KTL Pro-XT ""Green Dragon"" black 47.77g	163x167mm	0.177g/cm^2KTL Pro-XT black 53.23g	166x168mm	0.193g/cm^2Iskandar",0
1802,Disclaimer: Im not any kind of pro-player or ranked etc.,0
852,I can't recommend a soft-rubber below 2mm unless you're absolutely sure about what you are doing.,0
4341,He just made semi final of NZ second biggest tornament today.,0
3650,I haven't used Barracuda but most people tend to speak well of it.,0
1507,Tibhar Evolution MX-S,0
1382,"Most says that T64 is best for chopping, but Joo probably changed it to T05 (why?).",3
539,Perhaps they are planned in the future.,0
1759,Ordered a Neo Skyline 2 today.,0
758,"Get the 39 (40 if you are very well advanced, 41 if you are insane) degree in hardness and boost it a couple of layers and you are set.",0
2183,Hello butt stallion I havent played with T64 much but I think T05FX is one of the most allround rubbers out there.,1
652,For my style of playing its the BEST fh rubber ever.,4
2594,Omega asia claims to be plastic ball ready.,0
758,Just be mindful that a light rubber will not play the same as a heavy one.,0
1913,"I don't think the throw angles are very different, but mx-p might be slightly higher.",2
2050,"Tenergy 05 is more or less the most used rubber, therefore very few would recommend you to change if you have the money for it.",3
1367,How far from the table do you play?,0
3664,I currently use barracuda 1.8 black on backhand.,0
859,"Now, after playing more, I realize my fears were unfounded.",0
479,"Water and hand also works, but i am allergic to probably latex in the rubber, and rubbing my palm across the rubber irritates my hand badly.PS.",0
4076,As well I get plent speed and spin to be honest each week it actualy playing with it is much better.,0
1142,Genius is an absolutely excellent rubber.,3
438,"However, O7P is awesome if you want a rubber not too sensitive to incoming spin.",3
752,So what is the reason that keeps you from using it instead of H3?,0
4055,"There is 1Q HD , tibhar says that sponge is harder a bit on HD.I somehow Was leaning twards 1Q but didn't play with any of two rubbers.",1
2224,I use blue fire jp 03 on my backhand it is incredible!,3
658,The rubber doesnt surprice you wtih catapult effect.,4
2933,Grippy rubber.,4
1077,The rubber shrank on the blade.,0
3573,"Please help, Thank you!",0
282,"That would save you a lot of trouble right away, but we are curious cats.Unless you have a fast bat and the stroke to get the ball into the rubber and sponge, you will not get everything you could get out of MX-S.",0
212,"But take note, the choice of blade is crucial.",0
1391,"As time goes by when the rubber is worn and time to get a new one, you can get the 05.The article you mentioned already gives you a lot of description and also example of users.",0
4073,"If this Tibhar stuff is better still, then it must be awesome rubber!",0
2056,Anything you're having a hard time doing with Tenergy 05?,0
245,Ten has higher throw angle,2
930,It easily chips at the side of the topsheet.,4
358,So it depends on how flexible your blade is.,0
2930,Quite light.,4
2186,A good choice would also be donic acuda or yasaka rakza 7 soft if you dont like T05FX,0
2206,Everyone is different.,0
3581,"Why don't you try the Galaxy 896 with the TG3 on the forehand and the H3N on the backhand, this would be a could set up if you want to loop better.",0
1122,I know a guy who couldn't use anything but Tenergy until he used G1.,0
484,"I do have to say that the Thor's sponge has a lot of power available, though.",0
681,But I feel that the Mech-Tek would have been better for me from a mid-court perspective.I'm still developing a more consistent BH but do not want to EJ since I feel that will impact my learning curve.,3
618,"Also, I have been looking for reviews of the Zero with Blue Diamond sponge but have been unable to find them.",0
47,"Lifehack: buy T05 first, then once it wears out, buy T80, or vice versa.",0
421,Both top sheet and sponge deteriorates over time.,0
358,I don't remember why the heavier sponge was worse in this case.. probably control issues.,0
1371,"EL-S requires a decent impact to get any spin out of it, so it probably will not be that different from Mantra M. At the same time, 45 degrees is not too hard for BH, so probably the best thing is to review your BH technique.",0
4019,IMO these rubbers beats Tenergy on push and serve mainly due to its vicious spin.I found Magna TX II a lot spinnier than any of the Calibras on push and serves.,0
4103,I am hoping someone who really likes T05 and is a current T05 or T64 user will review Bluefire.,0
3324,Thanks!,0
789,Tempted to try some KTL XT as they are pennies on Aliexpress!Sadly I think QC is a major problem with cheaper items of any description these days.,0
2613,"has omega low throw?i dont like good speed + low throw cause trajectory is more flat.. its harder to dip the ball on tablei had it with some rubbers like MXP, T64, Rasant, usually new tensorseg.",0
615,"I am a bit biased to Donic rubbers and didn’t test the Omega Asia nor DNA, so I cannot give you opinions, but telling what you are using now could help others to help you.",0
670,Just yesterday during a rally I was able to perform a fast backhand loop from under the table and go over the net with about 2-2.5 inches of clearance.,0
621,"(maybe with a bit softer rubber, I could return better)",0
1516,(Does anybody use bryce for their forehand?,0
293,"However, Baracuda still has a medium-high throw so they're both perfectly fine for looping.",2
1736,I'd think pretty much any Chinese rubber would work and not be too fast.,0
2172,"As your backhand movement should be more compact than your forehand stroke, a tensor Euro can help you to compensate it.",0
1293,EL-S is mu choice since the el-p easily loses its bounciness and the el-s is spinnier with a lil bit more bounce.,1
2623,A thread is useless.,0
255,"Yes, it is a little bit shocking since you would expect to get an extremely overpowered rubber for ~$80 a sheet but actually, Baracuda surpasses Tenergy in spin.",1
289,"Yes, it is a little bit shocking since you would expect to get an extremely overpowered rubber for ~$80 a sheet but actually, Baracuda surpasses Tenergy in spin.",1
4056,"Ahhh yes, you're half right, that would be 1Q XD",0
1156,"I would not spend money on Genius (otherwise on itself an excellent rubber, make no mistake) just to find that they are quite similar.",0
427,Really?,0
1487,"I use to get his old sheets, good times",0
4408,do not change it!!,0
2928,Powersponge.,0
1192,"Basically with H3N and similar rubber, what you get is what you put in (I'm talking in terms of stroke quality rather than physicality).",0
643,"Both are modern tensor-type rubbers, of course, but both are not extremely bouncy.",2
698,"I've been using Burst Thor's on my FH and Mech-Tek on my BH (penhold) for a while and really like both.I recently saw that Gambler now has Burst with the Gearz sponge, and also X3 Diamond with Gearz (a mechanical grippy rubber).How does Burst Gearz compare to Burst Thor's?How does X3 Diamond Gearz compare to Mech-Tek?Any thoughts would be appreciated.",0
1445,"Just to make one thing clear, although the Quantums were released after the first Evolution rubbers they are by no means an update.",0
1370,Do you brush the ball on backhand or hit through the sponge to create spin?,0
2069,"In the rapidity aspect, both are more or less equal.",2
444,Please explain,0
319,I think a relatively harder faster rubber will compensate for the slower blade.,0
1469,Maybe something like Hurricane 3-50 or Hurricane 8 might do the job.,0
381,I suspect that the Bloom series are similar.,3
202,Sounds to me you are looking at a way overkill equipment.,0
48,This way you will learn by yourself how these rubbers play for you.,0
1453,"The stiff topsheet of EL-P makes it ideal for direct play, EL-S is the rubber for a pretty easy first ball on underspin and everything that follows topspin-wise.",3
914,"I mainly boost to revive ""dead"" rubbers (Tensors), and rarely boost Chinese rubbers.",0
395,The blue sponge version is much more expensive.My usual cleaning routine is to wipe off the rubber with a wet sponge and put a non-sticky plastic sheet on it.,0
830,Do they also tend to absorb oil better than the Neo version?,0
645,My primary problem was on the BH and I thought this may be due to the lack of power on the BH vs FH and getting a rubber with higher throw would help.,0
813,If you find FXS a bit soft you could try one of the harder Tibhar rubbers in the same series such as MXP or MXS or perhaps Aurus Prime,0
600,DHs H3 Neo is my prefered rubber with H2 Neo being second.,1
1182,"Also, both H3 Neo and G1 are relatively slower than MX-P and/or GA8 so you may simply be landing more balls on the table.",1
349,"But, counter looping against high level loops with thinner sponge, I can't say I know anyone that does that.",0
287,"Thanx, I'm a loop oriented player on both wings.",0
6,I bought recently the complete Garaydia family to see if from the blade I had a possibility to improve my skills and I would say no.,0
1880,You could try Xiom Vega Elite.,0
315,"Ten is more sensitive to incoming topspin, though can be adjusted with blade or sponge layer",2
592,"If you're still gearing in the strokes, still learning, then Zero would be a safe selection.",3
1322,You should get both and decide with which one you feel better.,0
862,"At my current level of play, I don't think I will have any issues but couldn't decide and was hoping someone had some experience with those rubbers to guide me.",0
