thread_title,URL,author,num_reply
"Project ""First Chinese Rubber""",showthread.php?15876-Project-quot-First-Chinese-Rubber-quot&s=3c84fc5a7a3d606bd5e661f368ed3358,PolishTT17,79
Is the lifespan of the Rozena as good as that of Tenergy?,showthread.php?16708-Is-the-lifespan-of-the-Rozena-as-good-as-that-of-Tenergy&s=3c84fc5a7a3d606bd5e661f368ed3358,anchorschmidt,2
"Uh oh, backhand rubber advice time",showthread.php?16678-Uh-oh-backhand-rubber-advice-time&s=3c84fc5a7a3d606bd5e661f368ed3358,OhWell,40
Lighter alternatives to MX-P,showthread.php?16672-Lighter-alternatives-to-MX-P&s=3c84fc5a7a3d606bd5e661f368ed3358,thomas.pong,21
Tensor vs chinese,showthread.php?16595-Tensor-vs-chinese&s=3c84fc5a7a3d606bd5e661f368ed3358,CallumMcKinnon,7
Dhs Tinarc 5,showthread.php?15203-Dhs-Tinarc-5&s=3c84fc5a7a3d606bd5e661f368ed3358,Gourav Acharya,7
Smooth Short pips?,showthread.php?16578-Smooth-Short-pips&s=3c84fc5a7a3d606bd5e661f368ed3358,StuartMarquis,1
weight question,showthread.php?16553-weight-question&s=3c84fc5a7a3d606bd5e661f368ed3358,Topspinner,3
Need some help,showthread.php?16528-Need-some-help&s=3c84fc5a7a3d606bd5e661f368ed3358,CallumMcKinnon,13
Cleaning non-tacky rubber,showthread.php?16508-Cleaning-non-tacky-rubber&s=3c84fc5a7a3d606bd5e661f368ed3358,kevinjeremia,5
Haifu Blue Whale 2 Factory tuned,showthread.php?16497-Haifu-Blue-Whale-2-Factory-tuned&s=3c84fc5a7a3d606bd5e661f368ed3358,Ndragon,0
Need rubber advice,showthread.php?16468-Need-rubber-advice&s=3c84fc5a7a3d606bd5e661f368ed3358,Bubu777,0
Dhs gold arc 8,showthread.php?16437-Dhs-gold-arc-8&s=3c84fc5a7a3d606bd5e661f368ed3358,Malcbarber,7
Rubber question,showthread.php?16426-Rubber-question&s=3c84fc5a7a3d606bd5e661f368ed3358,Topspinner,9
Difference between 2.15 and 2.2mm,showthread.php?16418-Difference-between-2-15-and-2-2mm&s=3c84fc5a7a3d606bd5e661f368ed3358,Ponkkel,2
"Slower, soft rubber a good idea for a beginner?",showthread.php?16241-Slower-soft-rubber-a-good-idea-for-a-beginner&s=3c84fc5a7a3d606bd5e661f368ed3358,perham,21
Andro Rasanter R47 and R50 vs Butterfly Tenergy 05,showthread.php?16352-Andro-Rasanter-R47-and-R50-vs-Butterfly-Tenergy-05&s=3c84fc5a7a3d606bd5e661f368ed3358,Spinonspin,1
Moist surface on the rubber.,showthread.php?16320-Moist-surface-on-the-rubber&s=3c84fc5a7a3d606bd5e661f368ed3358,den_gode,6
Help me to find The best way to re-glue rubber from blade to blade,showthread.php?16174-Help-me-to-find-The-best-way-to-re-glue-rubber-from-blade-to-blade&s=3c84fc5a7a3d606bd5e661f368ed3358,bobpuls,12
Good tacky rubber to use unboosted on forehand?,showthread.php?16498-Good-tacky-rubber-to-use-unboosted-on-forehand&s=3c84fc5a7a3d606bd5e661f368ed3358,1337Waffles,57
Has anyone tried - Neottec Katana?,showthread.php?16195-Has-anyone-tried-Neottec-Katana&s=3c84fc5a7a3d606bd5e661f368ed3358,chintanmashroo,1
TUTTLE VIP 2018 rubber,showthread.php?16100-TUTTLE-VIP-2018-rubber&s=3c84fc5a7a3d606bd5e661f368ed3358,Ot Ot,3
should i change my rubber ?,showthread.php?16090-should-i-change-my-rubber&s=3c84fc5a7a3d606bd5e661f368ed3358,kevinjeremia,14
"How rubbers' ""Control"" should be read?",showthread.php?15952-How-rubbers-quot-Control-quot-should-be-read&s=3c84fc5a7a3d606bd5e661f368ed3358,langel,25
Recommend me DONIC rubber for backhand please,showthread.php?15930-Recommend-me-DONIC-rubber-for-backhand-please&s=3c84fc5a7a3d606bd5e661f368ed3358,Hamasaki_Fanz,12
Help me to identify rubber,showthread.php?15936-Help-me-to-identify-rubber&s=3c84fc5a7a3d606bd5e661f368ed3358,dangerhow,3
Upgrade mark V to Hurricane 3 Neo,showthread.php?15919-Upgrade-mark-V-to-Hurricane-3-Neo&s=3c84fc5a7a3d606bd5e661f368ed3358,spinner24,5
Throw angle of Victas rubbers,showthread.php?15804-Throw-angle-of-Victas-rubbers&s=3c84fc5a7a3d606bd5e661f368ed3358,romanzdk,6
Which chinese rubber play like tenergy 05,showthread.php?15868-Which-chinese-rubber-play-like-tenergy-05&s=3c84fc5a7a3d606bd5e661f368ed3358,Ot Ot,23
Best Rubber for Backhand Flicking? Will Short Pips make Flicking easier?,showthread.php?4483-Best-Rubber-for-Backhand-Flicking-Will-Short-Pips-make-Flicking-easier&s=3c84fc5a7a3d606bd5e661f368ed3358,amekun,7
Rakza 7 soft MAX VS Tibhar Evo EL-S 1.9 on BH ?,showthread.php?15874-Rakza-7-soft-MAX-VS-Tibhar-Evo-EL-S-1-9-on-BH&s=3c84fc5a7a3d606bd5e661f368ed3358,shat1478,5
Recommend me a Rubber,showthread.php?15571-Recommend-me-a-Rubber&s=3c84fc5a7a3d606bd5e661f368ed3358,mlax,21
Hurricane 3 Neo Provincial Thickness,showthread.php?15618-Hurricane-3-Neo-Provincial-Thickness&s=3c84fc5a7a3d606bd5e661f368ed3358,young dude,18
Thickness of sponge...dhs hurricane 8 hard,showthread.php?15825-Thickness-of-sponge-dhs-hurricane-8-hard&s=3c84fc5a7a3d606bd5e661f368ed3358,rahilmittal1,4
Palio ak47 red,showthread.php?15817-Palio-ak47-red&s=3c84fc5a7a3d606bd5e661f368ed3358,Gourav Acharya,8
Low Throw Angle Bh soft rubber,showthread.php?15796-Low-Throw-Angle-Bh-soft-rubber&s=3c84fc5a7a3d606bd5e661f368ed3358,Paweł Banasik,19
Rubber Specifications,showthread.php?16033-Rubber-Specifications&s=3c84fc5a7a3d606bd5e661f368ed3358,Hridoy,2
What is the best way of prolonging the life of Tenergy?,showthread.php?16023-What-is-the-best-way-of-prolonging-the-life-of-Tenergy&s=3c84fc5a7a3d606bd5e661f368ed3358,ridderz65,37
Your favorite chinese/chinese like rubber,showthread.php?8706-Your-favorite-chinese-chinese-like-rubber&s=3c84fc5a7a3d606bd5e661f368ed3358,amekun,72
SUNNYSIX rubbers / GEWO Hype KR Pro(Yoo Nam Kyu) / ITC with Ryu Seung Min,showthread.php?15215-SUNNYSIX-rubbers-GEWO-Hype-KR-Pro(Yoo-Nam-Kyu)-ITC-with-Ryu-Seung-Min&s=3c84fc5a7a3d606bd5e661f368ed3358,Lee91,42
Nittaku Hammond Power,showthread.php?15296-Nittaku-Hammond-Power&s=3c84fc5a7a3d606bd5e661f368ed3358,sanavasaraja,1
Question regarding H3 Neo's speed+control,showthread.php?15723-Question-regarding-H3-Neo-s-speed-control&s=3c84fc5a7a3d606bd5e661f368ed3358,Fabian,7
Focus 3 Snipe similar for RPB?,showthread.php?15717-Focus-3-Snipe-similar-for-RPB&s=3c84fc5a7a3d606bd5e661f368ed3358,Ot Ot,2
upgrade rubber from sriver on donic appelgren allplay blade,showthread.php?15712-upgrade-rubber-from-sriver-on-donic-appelgren-allplay-blade&s=3c84fc5a7a3d606bd5e661f368ed3358,tsastra,12
Top 10 FH/BH Rubbers,showthread.php?4216-Top-10-FH-BH-Rubbers&s=3c84fc5a7a3d606bd5e661f368ed3358,TripleC,50
DHS Hurricane 8 Mid Tackiness?,showthread.php?15194-DHS-Hurricane-8-Mid-Tackiness&s=3c84fc5a7a3d606bd5e661f368ed3358,Laurincase,12
Stiga allround NCT,showthread.php?15636-Stiga-allround-NCT&s=3c84fc5a7a3d606bd5e661f368ed3358,Paweł Banasik,1
Butterfly Blades similar to Primorac jp,showthread.php?15379-Butterfly-Blades-similar-to-Primorac-jp&s=3c84fc5a7a3d606bd5e661f368ed3358,Paweł Banasik,20
MX-S vs. Genesis M,showthread.php?15441-MX-S-vs-Genesis-M&s=3c84fc5a7a3d606bd5e661f368ed3358,ajtatosmano2,2
"Please recommend rubber for Mizutani Jun ZLC , No TG series",showthread.php?15434-Please-recommend-rubber-for-Mizutani-Jun-ZLC-No-TG-series&s=3c84fc5a7a3d606bd5e661f368ed3358,shat1478,16
Joola rhyzm vs rhyzm tech,showthread.php?15432-Joola-rhyzm-vs-rhyzm-tech&s=3c84fc5a7a3d606bd5e661f368ed3358,zaw thwe,6
Rubber packing,showthread.php?15421-Rubber-packing&s=3c84fc5a7a3d606bd5e661f368ed3358,Topspinner,6
Best rubber for Tibhar Stratus Power Wood,showthread.php?15408-Best-rubber-for-Tibhar-Stratus-Power-Wood&s=3c84fc5a7a3d606bd5e661f368ed3358,bedoon,4
HELP about choosing new FH weapon,showthread.php?7922-HELP-about-choosing-new-FH-weapon&s=3c84fc5a7a3d606bd5e661f368ed3358,MDanielCRO,48
Boost side effects,showthread.php?15309-Boost-side-effects&s=3c84fc5a7a3d606bd5e661f368ed3358,PolishTT17,17
Sponge cleaner advice,showthread.php?15214-Sponge-cleaner-advice&s=3c84fc5a7a3d606bd5e661f368ed3358,iCupboard,4
Please help me. Advice needed for BH rubber,showthread.php?15163-Please-help-me-Advice-needed-for-BH-rubber&s=3c84fc5a7a3d606bd5e661f368ed3358,iammaru,21
Tin arc 5,showthread.php?15119-Tin-arc-5&s=3c84fc5a7a3d606bd5e661f368ed3358,Gourav Acharya,2
Ask about 3 months rubber durability ?,showthread.php?15110-Ask-about-3-months-rubber-durability&s=3c84fc5a7a3d606bd5e661f368ed3358,shat1478,3
Butterfly Rozena!!!,showthread.php?15259-Butterfly-Rozena!!!&s=3c84fc5a7a3d606bd5e661f368ed3358,Gourav Acharya,86
The big EDGE TAPE thread.,showthread.php?11267-The-big-EDGE-TAPE-thread&s=3c84fc5a7a3d606bd5e661f368ed3358,Liten,53
Any rubber with a similar feel?,showthread.php?15062-Any-rubber-with-a-similar-feel&s=3c84fc5a7a3d606bd5e661f368ed3358,Clu37,14
Need a backhand rubber,showthread.php?15063-Need-a-backhand-rubber&s=3c84fc5a7a3d606bd5e661f368ed3358,Gourav Acharya,12
tibhar evolution mxs on forehand,showthread.php?15058-tibhar-evolution-mxs-on-forehand&s=3c84fc5a7a3d606bd5e661f368ed3358,Nikhil Guria,7
Best rubbers under $10??,showthread.php?14985-Best-rubbers-under-10&s=3c84fc5a7a3d606bd5e661f368ed3358,Bigwhopper,13
i need help,showthread.php?14997-i-need-help&s=3c84fc5a7a3d606bd5e661f368ed3358,Krasi Ivanov,6
rubber advice: help me decide ;),showthread.php?14637-rubber-advice-help-me-decide-)&s=3c84fc5a7a3d606bd5e661f368ed3358,ajtatosmano2,2
Rakza & Acuda,showthread.php?14747-Rakza-amp-Acuda&s=3c84fc5a7a3d606bd5e661f368ed3358,romanzdk,4
FH rubber - control close to table + strong for from it,showthread.php?14839-FH-rubber-control-close-to-table-strong-for-from-it&s=3c84fc5a7a3d606bd5e661f368ed3358,Samuel Mignot,19
Killerspin rubbers,showthread.php?14912-Killerspin-rubbers&s=3c84fc5a7a3d606bd5e661f368ed3358,Airoc,4
Where to buy Armstrong 8 which Ai Fukuhara uses?,showthread.php?14892-Where-to-buy-Armstrong-8-which-Ai-Fukuhara-uses&s=3c84fc5a7a3d606bd5e661f368ed3358,TTHopeful,14
Donic alternatives to Xiom DF rubbers! Please advise!,showthread.php?14850-Donic-alternatives-to-Xiom-DF-rubbers!-Please-advise!&s=3c84fc5a7a3d606bd5e661f368ed3358,ridderz65,1
new Stiga Mantra rubbers,showthread.php?14692-new-Stiga-Mantra-rubbers&s=3c84fc5a7a3d606bd5e661f368ed3358,Darren Maudling,8
Stiga Genesis S + M,showthread.php?14695-Stiga-Genesis-S-M&s=3c84fc5a7a3d606bd5e661f368ed3358,Kaispencer,6
rubber shopping and stock,showthread.php?14636-rubber-shopping-and-stock&s=3c84fc5a7a3d606bd5e661f368ed3358,zeddd,15
Rubber that is like Flextra but faster.,showthread.php?14596-Rubber-that-is-like-Flextra-but-faster&s=3c84fc5a7a3d606bd5e661f368ed3358,genrel001,28
? Difference btw xiom omega 4 asia and razka 7,showthread.php?14635-Difference-btw-xiom-omega-4-asia-and-razka-7&s=3c84fc5a7a3d606bd5e661f368ed3358,zaw thwe,0
rubbers,showthread.php?14593-rubbers&s=3c84fc5a7a3d606bd5e661f368ed3358,famurillo_,0
"What rubber should i choose for my FH? My paddle is hurricane king 1, i like to loop.",showthread.php?14524-What-rubber-should-i-choose-for-my-FH-My-paddle-is-hurricane-king-1-i-like-to-loop&s=3c84fc5a7a3d606bd5e661f368ed3358,Jerry Liu,1
how to fix top sheet? :(,showthread.php?15076-how-to-fix-top-sheet-(&s=3c84fc5a7a3d606bd5e661f368ed3358,Ot Ot,3
Throw angle of rubbers,showthread.php?14826-Throw-angle-of-rubbers&s=3c84fc5a7a3d606bd5e661f368ed3358,Medax,79
tibhar quantum S vs evo EL-P,showthread.php?14492-tibhar-quantum-S-vs-evo-EL-P&s=3c84fc5a7a3d606bd5e661f368ed3358,Sali,8
Nittaku Hammond Pro Beta - alternatives?,showthread.php?14461-Nittaku-Hammond-Pro-Beta-alternatives&s=3c84fc5a7a3d606bd5e661f368ed3358,sanavasaraja,3
Please compare durability Rakza X vs Evo MX-S,showthread.php?14402-Please-compare-durability-Rakza-X-vs-Evo-MX-S&s=3c84fc5a7a3d606bd5e661f368ed3358,shat1478,1
Where to buy Hurricane III national blue or orange sponge?,showthread.php?14264-Where-to-buy-Hurricane-III-national-blue-or-orange-sponge&s=3c84fc5a7a3d606bd5e661f368ed3358,James Livesey,26
"Rubber for FH , Acuda Blue P1 vs Evo MX-S vs Rakza x",showthread.php?14392-Rubber-for-FH-Acuda-Blue-P1-vs-Evo-MX-S-vs-Rakza-x&s=3c84fc5a7a3d606bd5e661f368ed3358,shat1478,6
Evolution rubbers and Tenergy 05,showthread.php?14223-Evolution-rubbers-and-Tenergy-05&s=3c84fc5a7a3d606bd5e661f368ed3358,Logical,45
Need rubber for backhand,showthread.php?14167-Need-rubber-for-backhand&s=3c84fc5a7a3d606bd5e661f368ed3358,zaweL89,4
Sanwei A+ Help,showthread.php?14322-Sanwei-A-Help&s=3c84fc5a7a3d606bd5e661f368ed3358,Ivan Muratalla,0
DHS Hurricane 9? any info?,showthread.php?13129-DHS-Hurricane-9-any-info&s=3c84fc5a7a3d606bd5e661f368ed3358,RajaLoopah,1
Advice needed: FH rubber,showthread.php?14163-Advice-needed-FH-rubber&s=3c84fc5a7a3d606bd5e661f368ed3358,P1ngP0ng3r,10
How does Evolution FX-P compare to Acuda S3 as upgrades from Mark V?Other rubbers?,showthread.php?14256-How-does-Evolution-FX-P-compare-to-Acuda-S3-as-upgrades-from-Mark-V-Other-rubbers&s=3c84fc5a7a3d606bd5e661f368ed3358,OmegaSalix,13
5Q sound power update,showthread.php?14251-5Q-sound-power-update&s=3c84fc5a7a3d606bd5e661f368ed3358,bones,4
Do I need to upgrade my TT bat for the 40mm ball?,showthread.php?14228-Do-I-need-to-upgrade-my-TT-bat-for-the-40mm-ball&s=3c84fc5a7a3d606bd5e661f368ed3358,Pani,4
BH Rubber,showthread.php?14172-BH-Rubber&s=3c84fc5a7a3d606bd5e661f368ed3358,JonnyS97,8
Suggestions on rubbers for a Andro CSV (ALL+),showthread.php?14138-Suggestions-on-rubbers-for-a-Andro-CSV-(ALL-)&s=3c84fc5a7a3d606bd5e661f368ed3358,smokeage,0
Is there a big difference between Vega Asia and Asia DF?,showthread.php?14131-Is-there-a-big-difference-between-Vega-Asia-and-Asia-DF&s=3c84fc5a7a3d606bd5e661f368ed3358,DCFanboy,0
Backhand rubbers,showthread.php?14101-Backhand-rubbers&s=3c84fc5a7a3d606bd5e661f368ed3358,Sakumi,39
Please suggest rubber,showthread.php?14117-Please-suggest-rubber&s=3c84fc5a7a3d606bd5e661f368ed3358,[email protected],2
What do you prefer? Chinese Rubber vs European Rubbers?,showthread.php?13945-What-do-you-prefer-Chinese-Rubber-vs-European-Rubbers&s=3c84fc5a7a3d606bd5e661f368ed3358,VicVoc32,58
Table Tennis Player Wanted For Rubber Development At ESN,showthread.php?14121-Table-Tennis-Player-Wanted-For-Rubber-Development-At-ESN&s=3c84fc5a7a3d606bd5e661f368ed3358,ESN,9
Trying to find an inverted rubber for a modern defender? What should I go for?,showthread.php?14105-Trying-to-find-an-inverted-rubber-for-a-modern-defender-What-should-I-go-for&s=3c84fc5a7a3d606bd5e661f368ed3358,DCFanboy,5
What is the best alternative for Tenergy 64?,showthread.php?14008-What-is-the-best-alternative-for-Tenergy-64&s=3c84fc5a7a3d606bd5e661f368ed3358,shat1478,13
Choosing my next rubber as an all round player and a step up from mark v? Roughly 1.8,showthread.php?14083-Choosing-my-next-rubber-as-an-all-round-player-and-a-step-up-from-mark-v-Roughly-1-8&s=3c84fc5a7a3d606bd5e661f368ed3358,OmegaSalix,17
Rubbers advice for Stiga Intensity NCT,showthread.php?14042-Rubbers-advice-for-Stiga-Intensity-NCT&s=3c84fc5a7a3d606bd5e661f368ed3358,nndei,16
New rubbers,showthread.php?13969-New-rubbers&s=3c84fc5a7a3d606bd5e661f368ed3358,bolterixus,9
Rubbers for Beginners in Table Tennis,showthread.php?13974-Rubbers-for-Beginners-in-Table-Tennis&s=3c84fc5a7a3d606bd5e661f368ed3358,yogi_bear,3
Choosing rubber,showthread.php?13936-Choosing-rubber&s=3c84fc5a7a3d606bd5e661f368ed3358,ajtatosmano2,0
What are the secrets of the production of Tenergy?,showthread.php?13908-What-are-the-secrets-of-the-production-of-Tenergy&s=3c84fc5a7a3d606bd5e661f368ed3358,TTHopeful,22
Rubber for powerful forehand ?,showthread.php?13912-Rubber-for-powerful-forehand&s=3c84fc5a7a3d606bd5e661f368ed3358,PiZa,2
Big Dipper and Hurricane 3 neo (orange sponge),showthread.php?13866-Big-Dipper-and-Hurricane-3-neo-(orange-sponge)&s=3c84fc5a7a3d606bd5e661f368ed3358,Sakumi,0
Tiber Genius Upgrade?,showthread.php?13849-Tiber-Genius-Upgrade&s=3c84fc5a7a3d606bd5e661f368ed3358,GinjaNinja,9
Stiga Power LT,showthread.php?13819-Stiga-Power-LT&s=3c84fc5a7a3d606bd5e661f368ed3358,GustavoBrze,5
eBay rubbers,showthread.php?13818-eBay-rubbers&s=3c84fc5a7a3d606bd5e661f368ed3358,GustavoBrze,4
Xiom Sigma II Europe VERSUS Xiom Vega Japan,showthread.php?13651-Xiom-Sigma-II-Europe-VERSUS-Xiom-Vega-Japan&s=3c84fc5a7a3d606bd5e661f368ed3358,Sakumi,28
Hurricane 3 neo vs Hurricane 8,showthread.php?13629-Hurricane-3-neo-vs-Hurricane-8&s=3c84fc5a7a3d606bd5e661f368ed3358,Sakumi,18
Chinese Philosophy of Table Tennis Equipment,showthread.php?13491-Chinese-Philosophy-of-Table-Tennis-Equipment&s=3c84fc5a7a3d606bd5e661f368ed3358,TTHopeful,30
Top-end rubbers characteristics,showthread.php?13432-Top-end-rubbers-characteristics&s=3c84fc5a7a3d606bd5e661f368ed3358,ajtatosmano2,0
What rubber should i use on my BH?,showthread.php?13396-What-rubber-should-i-use-on-my-BH&s=3c84fc5a7a3d606bd5e661f368ed3358,iamvtwo,7
Dhs national blue sponge and the prott.cc,showthread.php?12630-Dhs-national-blue-sponge-and-the-prott-cc&s=3c84fc5a7a3d606bd5e661f368ed3358,bobpuls,51
Tenergy price gone up??,showthread.php?13697-Tenergy-price-gone-up&s=3c84fc5a7a3d606bd5e661f368ed3358,Lolman,61
Need advice for rubbers,showthread.php?13384-Need-advice-for-rubbers&s=3c84fc5a7a3d606bd5e661f368ed3358,Matthew,27
Fh rubber,showthread.php?13382-Fh-rubber&s=3c84fc5a7a3d606bd5e661f368ed3358,yuri.saldon,15
What rubber should i use on my BH?,showthread.php?13228-What-rubber-should-i-use-on-my-BH&s=3c84fc5a7a3d606bd5e661f368ed3358,iamvtwo,20
How often do you change/replace your rubber?,showthread.php?11033-How-often-do-you-change-replace-your-rubber&s=3c84fc5a7a3d606bd5e661f368ed3358,Shuki,11
What did Fang Bo use at the Korea Open?,showthread.php?13344-What-did-Fang-Bo-use-at-the-Korea-Open&s=3c84fc5a7a3d606bd5e661f368ed3358,famurillo_,5
pls recommend FH rubber for Timo Boll Spirit,showthread.php?13274-pls-recommend-FH-rubber-for-Timo-Boll-Spirit&s=3c84fc5a7a3d606bd5e661f368ed3358,shat1478,2
Switching from LP's to inverted (chopping),showthread.php?13158-Switching-from-LP-s-to-inverted-(chopping)&s=3c84fc5a7a3d606bd5e661f368ed3358,StuartMarquis,21
What should i choose as a BH rubber to block and hitting??,showthread.php?13193-What-should-i-choose-as-a-BH-rubber-to-block-and-hitting&s=3c84fc5a7a3d606bd5e661f368ed3358,Hustler37,6
Get your Bluefire M1 & JP01 NOW! 23gbp,showthread.php?13159-Get-your-Bluefire-M1-amp-JP01-NOW!-23gbp&s=3c84fc5a7a3d606bd5e661f368ed3358,Kokain,0
Hurricane and Skyline rubbers not tacky?,showthread.php?13141-Hurricane-and-Skyline-rubbers-not-tacky&s=3c84fc5a7a3d606bd5e661f368ed3358,DoctorPaco,6
Which Rubbers to use on a DHS H-WL blade ?,showthread.php?1891-Which-Rubbers-to-use-on-a-DHS-H-WL-blade&s=3c84fc5a7a3d606bd5e661f368ed3358,raga4ka,6
Stiga Mantra vs Genesis,showthread.php?13035-Stiga-Mantra-vs-Genesis&s=3c84fc5a7a3d606bd5e661f368ed3358,Gezim,9
Mx-p VS Xiom Sigma 2 Europe Europe,showthread.php?13072-Mx-p-VS-Xiom-Sigma-2-Europe-Europe&s=3c84fc5a7a3d606bd5e661f368ed3358,Tompa8888,1
"Xiom Sigma II Europe vs tenergy 05, mx-p",showthread.php?13065-Xiom-Sigma-II-Europe-vs-tenergy-05-mx-p&s=3c84fc5a7a3d606bd5e661f368ed3358,Tompa8888,0
Rubber Idea,showthread.php?13022-Rubber-Idea&s=3c84fc5a7a3d606bd5e661f368ed3358,AddictedToTT,12
Forehand rubber,showthread.php?13027-Forehand-rubber&s=3c84fc5a7a3d606bd5e661f368ed3358,PiZa,1
Stiga Airoc Astro S or Tenergy 05,showthread.php?13019-Stiga-Airoc-Astro-S-or-Tenergy-05&s=3c84fc5a7a3d606bd5e661f368ed3358,AddictedToTT,9
New generation Poly ball enhanced rubber with similar sponge hardness to tenergy?,showthread.php?13013-New-generation-Poly-ball-enhanced-rubber-with-similar-sponge-hardness-to-tenergy&s=3c84fc5a7a3d606bd5e661f368ed3358,ridderz65,3
suggestions for BH rubber.,showthread.php?12982-suggestions-for-BH-rubber&s=3c84fc5a7a3d606bd5e661f368ed3358,nksanandu,9
Asking for rubber recommendation,showthread.php?12891-Asking-for-rubber-recommendation&s=3c84fc5a7a3d606bd5e661f368ed3358,iCupboard,3
When are EL-S and FX-S out???,showthread.php?12861-When-are-EL-S-and-FX-S-out&s=3c84fc5a7a3d606bd5e661f368ed3358,ridderz65,9
new rubbers for complete amateur,showthread.php?12648-new-rubbers-for-complete-amateur&s=3c84fc5a7a3d606bd5e661f368ed3358,maloxu82,67
chinese rubbers you like at the most,showthread.php?12741-chinese-rubbers-you-like-at-the-most&s=3c84fc5a7a3d606bd5e661f368ed3358,violoniste18,7
WWE and Butterfly to release new John Cena rubber (1 to rule them all),showthread.php?12729-WWE-and-Butterfly-to-release-new-John-Cena-rubber-(1-to-rule-them-all)&s=3c84fc5a7a3d606bd5e661f368ed3358,Kokain,3
FH Rubber Advice Wanted Please!,showthread.php?12723-FH-Rubber-Advice-Wanted-Please!&s=3c84fc5a7a3d606bd5e661f368ed3358,ridderz65,2
Picking a tenergy for my backhand,showthread.php?12665-Picking-a-tenergy-for-my-backhand&s=3c84fc5a7a3d606bd5e661f368ed3358,Skully,25
How does different types of chinese rubber play?,showthread.php?12606-How-does-different-types-of-chinese-rubber-play&s=3c84fc5a7a3d606bd5e661f368ed3358,SilentRain,2
New paddle Rubber choice,showthread.php?12534-New-paddle-Rubber-choice&s=3c84fc5a7a3d606bd5e661f368ed3358,Danonji,0
B/H Rubber options for Black balsa 5.0,showthread.php?12494-B-H-Rubber-options-for-Black-balsa-5-0&s=3c84fc5a7a3d606bd5e661f368ed3358,ChasFox,0
more control on ZJK ALC,showthread.php?12349-more-control-on-ZJK-ALC&s=3c84fc5a7a3d606bd5e661f368ed3358,Musaab,13
Advice for new rubbers,showthread.php?12105-Advice-for-new-rubbers&s=3c84fc5a7a3d606bd5e661f368ed3358,loggereye,30
Good chinese rubber for backhand,showthread.php?12382-Good-chinese-rubber-for-backhand&s=3c84fc5a7a3d606bd5e661f368ed3358,yuri.saldon,12
Adidas P7 Alternative,showthread.php?12355-Adidas-P7-Alternative&s=3c84fc5a7a3d606bd5e661f368ed3358,T0b3rm0ry,33
Need help chosing equipment,showthread.php?12342-Need-help-chosing-equipment&s=3c84fc5a7a3d606bd5e661f368ed3358,Ben Freeman,4
Yasaka Rising Dragon vs Chinese tacky rubbers,showthread.php?12207-Yasaka-Rising-Dragon-vs-Chinese-tacky-rubbers&s=3c84fc5a7a3d606bd5e661f368ed3358,ridderz65,8
Haifu Shark 2 soft alternative,showthread.php?12300-Haifu-Shark-2-soft-alternative&s=3c84fc5a7a3d606bd5e661f368ed3358,jr0505,0
how to know if equipment is worn out,showthread.php?12273-how-to-know-if-equipment-is-worn-out&s=3c84fc5a7a3d606bd5e661f368ed3358,Medax,15
Table tennis 11 sells H3 NATIONAL?!!,showthread.php?12687-Table-tennis-11-sells-H3-NATIONAL-!!&s=3c84fc5a7a3d606bd5e661f368ed3358,SilentRain,18
Need a new backhand rubber,showthread.php?12524-Need-a-new-backhand-rubber&s=3c84fc5a7a3d606bd5e661f368ed3358,anchorschmidt,11
Want hurricane 3 national,showthread.php?12465-Want-hurricane-3-national&s=3c84fc5a7a3d606bd5e661f368ed3358,Overseer Kevin,70
I am confused on my fh choise???,showthread.php?12214-I-am-confused-on-my-fh-choise&s=3c84fc5a7a3d606bd5e661f368ed3358,Hustler37,15
Help with new rubber,showthread.php?12148-Help-with-new-rubber&s=3c84fc5a7a3d606bd5e661f368ed3358,iJaymez1,1
Tiny bumps on Andro Rasant Rubber,showthread.php?12140-Tiny-bumps-on-Andro-Rasant-Rubber&s=3c84fc5a7a3d606bd5e661f368ed3358,xuzhangma,0
Playing conditions,showthread.php?12047-Playing-conditions&s=3c84fc5a7a3d606bd5e661f368ed3358,Medax,6
GKI Rubbers,showthread.php?12055-GKI-Rubbers&s=3c84fc5a7a3d606bd5e661f368ed3358,anunay sharma,0
Pimple rubber suggestion,showthread.php?12021-Pimple-rubber-suggestion&s=3c84fc5a7a3d606bd5e661f368ed3358,Reaper,1
Need help to sort the weight of rubbers,showthread.php?11966-Need-help-to-sort-the-weight-of-rubbers&s=3c84fc5a7a3d606bd5e661f368ed3358,dangerhow,22
Holy crap what chinese rubber is available in 1.7 / 1.8 similar to Tenergy 64,showthread.php?11926-Holy-crap-what-chinese-rubber-is-available-in-1-7-1-8-similar-to-Tenergy-64&s=3c84fc5a7a3d606bd5e661f368ed3358,Kokain,9
Friendship 729 SST (HaoShuai) rubber,showthread.php?11911-Friendship-729-SST-(HaoShuai)-rubber&s=3c84fc5a7a3d606bd5e661f368ed3358,Kokain,8
Is it bad to have 2 different rubber thicknesses on a blade?,showthread.php?11875-Is-it-bad-to-have-2-different-rubber-thicknesses-on-a-blade&s=3c84fc5a7a3d606bd5e661f368ed3358,erikjolson99,8
Genesis S and M by STIGA,showthread.php?11810-Genesis-S-and-M-by-STIGA&s=3c84fc5a7a3d606bd5e661f368ed3358,TTHopeful,2
"How do you find out release date for rubber, general age?",showthread.php?11859-How-do-you-find-out-release-date-for-rubber-general-age&s=3c84fc5a7a3d606bd5e661f368ed3358,Kokain,4
